phaseFrac,spacingFactor,widthFactor,helixPlusWeight,anglePlusDeg,helixMinusWeight,angleMinusDeg,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,jointRingWidthFactor,middleRingWeight,baseDensity,eval,VF,stressRatio,dispRatio,maxHM,maxAbsUz
9.99999999860317e-09,17.9391447580664,0.901653805669965,0.799136269284967,45.0136877590471,0.799136268993897,45.0136877492614,0.350164672357992,0.350060705432374,4e-09,12.00000068,0.750132533585288,3.0029242748554,1.5e-08,0.0400146062090182,88,0.469164778833968,1.05633807585506,0,4013189.55365154,0.0251382825792542
9.99999999718141e-09,17.9272967185868,0.907639226721155,0.795999125733812,44.9427845456064,0.795999124816206,44.9427845081342,0.350743360340871,0.350285897559456,4e-09,12.00000068,0.750666868741362,3.01349883521616,1.5e-08,0.0400671050719308,89,0.052899999999995,8.84240413164381,0,33593642.6996192,710.330058150452
9.99999999760795e-09,17.9308503144515,0.905839724822004,0.796940443514762,44.9640554648914,0.796940442785185,44.964055435725,0.350569731846429,0.350218336553636,4e-09,12.00000068,0.750506568240942,3.01032309180561,1.5e-08,0.0400513468550587,90,0.169749433650191,6.39172882076216,0,24283153.2059399,0.649702192073392
9.99999999790652e-09,17.9333382477943,0.904582046807368,0.797599277812822,44.9789451411885,0.797599277214831,44.9789451178364,0.350448203150257,0.350171045565858,4e-09,12.00000068,0.750394357862238,3.00810179275958,1.5e-08,0.0400403204686206,91,0.253574037205324,3.61136837778564,0,13720139.5835185,0.16842182130346
9.99999999811552e-09,17.9350800050328,0.903702641251986,0.798060418000209,44.9893679241128,0.798060417494311,44.9893679048306,0.350363138589104,0.350137942716206,4e-09,12.00000068,0.750315810586342,3.00654772692639,1.5e-08,0.0400326041366253,92,0.312251259693918,2.42200195991721,0,9201555.05764139,0.0879577349728756
9.99999999826182e-09,17.9362993349901,0.903087532925915,0.798383194443497,44.9966638745745,0.798383194002056,44.9966638581412,0.350303596108816,0.350114771134205,4e-09,12.00000068,0.75026082748899,3.00546029417163,1.5e-08,0.0400272037519204,93,0.353325315435933,1.86705305388664,0,7093219.47512488,0.060108017733833
9.99999999836421e-09,17.9371529148997,0.902657190371142,0.798609127252852,45.0017710403097,0.798609126856526,45.0017710258708,0.350261917703361,0.350098551229149,4e-09,12.00000068,0.750222339319141,3.00469929377896,1.5e-08,0.0400234239959346,94,0.382077154455344,1.56436684498353,0,5943268.37578477,0.0472594246488777
9.99999999843591e-09,17.9377504448144,0.902356064971498,0.7987672749506,45.0053460562618,0.798767274585853,45.0053460432189,0.35023274347216,0.350087197394791,4e-09,12.00000068,0.750195397599537,3.00416669274815,1.5e-08,0.0400207784182442,95,0.402203441768931,1.38548441597482,0,5263666.72945723,0.0403614493255209
9.99999999848607e-09,17.9381687275031,0.902145333271189,0.798877975748621,45.0078485673069,0.798877975405978,45.0078485552411,0.350212321830291,0.350079249759351,4e-09,12.00000068,0.750176538395511,3.00379392065671,1.5e-08,0.0400189266370886,96,0.416291842888443,1.27402593391822,0,4840218.94689639,0.0363082625276743
9.99999999852121e-09,17.9384615311417,0.901997848569822,0.798955465034959,45.0096003249479,0.798955464707789,45.0096003135661,0.350198026837834,0.350073686438365,4e-09,12.00000068,0.750163336952558,3.00353300402165,1.5e-08,0.0400176304506588,97,0.426153723672102,1.20205057339982,0,4566773.56841856,0.0337865597097545
9.99999999854579e-09,17.9386664965092,0.901894622751803,0.799009706910958,45.0108265552415,0.799009706594618,45.0108265443385,0.350188020419994,0.35006979212535,4e-09,12.00000068,0.75015409594243,3.00335037405336,1.5e-08,0.0400167231497428,98,0.433057040220662,1.1544172405213,0,4385807.26768293,0.0321577694146476
9.99999999856302e-09,17.9388099736486,0.901822371282093,0.799047675917832,45.0116849164163,0.799047675609073,45.0116849058486,0.350181015965185,0.35006706611196,4e-09,12.00000068,0.750147627235313,3.00322253879693,1.5e-08,0.0400160880535979,99,0.437889361804652,1.12235357256824,0,4263992.50002265,0.0310789723958072
9.99999999857507e-09,17.9389104083233,0.901771798489118,0.799074254072424,45.0122857692225,0.799074253768972,45.0122857588893,0.350176112865283,0.350065157905391,4e-09,12.00000068,0.750143099140317,3.00313305692092,1.5e-08,0.0400156434933995,100,0.441271986913448,1.10051407532288,0,4181020.91715024,0.030352159543602
9.99999999858349e-09,17.9389807129274,0.901736399119726,0.79909285870699,45.0127063661783,0.799092858407253,45.0127063560095,0.350172680704401,0.350063822162166,4e-09,12.00000068,0.750139929473814,3.00307042098142,1.5e-08,0.0400153323047412,101,0.443639824489603,1.08551564921683,0,4124039.60752428,0.0298567249627861
9.99999999858938e-09,17.9390299263129,0.901711620338186,0.799105881915084,45.0130007840432,0.799105881617947,45.0130007739893,0.350170278196217,0.350062887142582,4e-09,12.00000068,0.750137710707259,3.0030265764969,1.5e-08,0.0400151144743857,102,0.445297310792913,1.07515604147654,0,4084681.87678109,0.0295162722892017
9.99999999859354e-09,17.9390643757624,0.901694275571872,0.799114998143055,45.0132068765465,0.799114997847738,45.013206866573,0.350168596442662,0.350062232629202,4e-09,12.00000068,0.750136157570669,3.00299588568755,1.5e-08,0.0400149619939726,103,0.446457551205229,1.0679717501722,0,4057387.65775028,0.0292810069465754
9.99999999859642e-09,17.9390884904161,0.901682134422031,0.799121379493962,45.0133511412977,0.799121379199919,45.0133511313806,0.350167419216238,0.350061774469999,4e-09,12.00000068,0.750135070375056,3.00297440228263,1.5e-08,0.0400148552580929,104,0.447269719493852,1.0629755117449,0,4038406.18550928,0.0291177960510237
9.99999999859845e-09,17.9391053706928,0.901673635708569,0.799125846435347,45.013452126623,0.799125846142197,45.0134521167453,0.350166595158263,0.350061453758635,4e-09,12.00000068,0.750134309338126,3.00295936397838,1.5e-08,0.0400147805431777,105,0.447838237295886,1.0594941056227,0,4025179.79236773,0.0290042641998416
9.99999999859987e-09,17.9391171868959,0.901667686653945,0.799128973292234,45.0135228163505,0.799128972999708,45.0135228065004,0.350166018317936,0.35006122926072,4e-09,12.00000068,0.750133776612274,3.0029488372042,1.5e-08,0.0400147282428354,106,0.448236199757311,1.05706490995422,0,4015950.90731346,0.02892514029034
9.99999999860086e-09,17.9391254582426,0.901663522337659,0.799131162091035,45.0135722991596,0.799131161798945,45.0135722893288,0.350165614529832,0.350061072112198,4e-09,12.00000068,0.750133403704179,3.00294146848129,1.5e-08,0.0400146916326439,107,0.448514773480308,1.05536827836934,0,4009505.14500643,0.0288699234652949
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,108,0.448709775086408,1.05434737338364,0,4005626.57116957,0.0288313546741843
6.91830973090626e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,109,0.448709775086407,1.05434737197831,0,4005626.5658305,0.028831354667796
9.99999999860154e-09,17.8026117717162,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,110,0.448709775086407,1.06300560087491,0,4038520.49870594,0.0289044187347079
9.99999999860154e-09,17.9391312481876,0.893948825617356,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,111,0.448709775086406,1.06990908387476,0,4064747.88413497,0.0288672620764519
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.806595369722217,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,112,0.448709775086407,1.06284097101369,0,4037895.04473967,0.0288250554836915
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.2635971694736,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,113,0.448709775086407,1.06216906720329,0,4035342.37962743,0.0287517993223032
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.806595369430845,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,114,0.448709775086407,1.06284097250847,0,4037895.05041859,0.0288248914354446
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.2635971596575,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,115,0.448709775086408,1.06216906914785,0,4035342.38701514,0.0287535133914189
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.346232450173437,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,116,0.448709775086407,1.05729765759087,0,4016835.15110375,0.0288710751059223
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.346128350652867,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,117,0.448709775086406,1.05550941414327,0,4010041.34134975,0.0288527526657558
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,2.76732389275725e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,118,0.448709775086408,1.05434737338364,0,4005626.57116957,0.0288313546741843
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.0000004704451,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,119,0.448709775086408,1.05434737338364,0,4005626.57116957,0.0288313546741843
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.757632879128804,3.00293631038457,1.5e-08,0.0400146660055335,120,0.448709775086407,1.05305881269802,0,4000731.13248286,0.0289028811173748
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,2.95319118946268,1.5e-08,0.0400146660055335,121,0.448709775086406,1.06131321357674,0,4032090.86109185,0.0288314871319784
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.03774645978397e-08,0.0400146660055335,122,0.448709775086408,1.05434737338364,0,4005626.57116957,0.0288313546741843
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0388509703114834,123,0.448709775086406,1.05864545966684,0,4021955.656873,0.0288397648662538
9.99999999860154e-09,17.9391312481876,0.901660607327016,0.799132694249695,45.0136069371259,0.799132693957912,45.0136069273087,0.350165331878221,0.350060962108242,4e-09,12.00000068,0.750133142668511,3.00293631038457,1.5e-08,0.0400146660055335,124,0.468709775086407,1.05627496188936,0,4012949.77406428,0.0252134209223983
9.9999999960487e-09,17.9320821887575,0.907636021177756,0.796000938835926,44.9457529382554,0.796000937810616,44.9457529183555,0.350743261033452,0.350285849299299,4e-09,12.00000068,0.750078294347218,3.01349103506958,1.5e-08,0.0400670871929548,125,0.052899999999995,8.84240413164381,0,33593642.6996192,710.330058150452
9.99999999681456e-09,17.9341966179143,0.905839534409127,0.79694063957406,44.9661090994834,0.796940638768887,44.9661090826082,0.350569860245332,0.350218379783406,4e-09,12.00000068,0.750094748843721,3.01032125501678,1.5e-08,0.0400513523040433,126,0.169612932525923,6.39612682849453,0,24299861.9084773,0.651370692833464
9.99999999735066e-09,17.9356768655655,0.90458396038714,0.797598342244046,44.9803584406879,0.797598341592929,44.98035842593,0.350448490914072,0.350171152833932,4e-09,12.00000068,0.750106266991219,3.00810412386747,1.5e-08,0.0400403422342644,127,0.253341985294068,3.61710905354823,0,13741949.2868019,0.168876544647652
9.9999999977259e-09,17.9367131110574,0.903706024382566,0.798058690442943,44.9903329876752,0.798058689899645,44.9903329743996,0.350363537893844,0.350138094808812,4e-09,12.00000068,0.750114329694439,3.00655297239943,1.5e-08,0.0400326373176054,128,0.31195232223177,2.42655185463654,0,9218840.80202112,0.0882075183347092
9.99999999798859e-09,17.9374385182442,0.90309194314885,0.798380912569466,44.9973151725866,0.798380912101632,44.9973151603484,0.350304073485073,0.350114954602864,4e-09,12.00000068,0.750119973586677,3.00546757815054,1.5e-08,0.0400272449205373,129,0.352979558088159,1.8710022846112,0,7108223.20532361,0.0602845038401831
9.99999999817247e-09,17.9379463205914,0.902662318776817,0.798606457394302,45.0022027023385,0.798606456979288,45.0022026908267,0.350262449726179,0.350098756660498,4e-09,12.00000068,0.750123924311235,3.00470800395259,1.5e-08,0.0400234707543792,130,0.381698623187636,1.56792701779354,0,5956794.01559358,0.0474011156960941
9.99999999830119e-09,17.9383017907189,0.902361695721533,0.798764333521253,45.0056239730869,0.798764333143211,45.0056239620835,0.350233313745853,0.350087418199754,4e-09,12.00000068,0.750126689818422,3.00417640088596,1.5e-08,0.0400208290888245,131,0.401801968757266,1.38878929502039,0,5276222.46929556,0.0404840825373747
9.99999999839129e-09,17.9385506239655,0.902151315474187,0.798874844228762,45.0080188624931,0.798874843876598,45.0080188518455,0.350212918878755,0.350079481325712,4e-09,12.00000068,0.750128625673451,3.00380432718712,1.5e-08,0.0400189800457995,132,0.415874310656008,1.27716018218948,0,4852126.43438385,0.03641954495202
9.99999999845438e-09,17.938724809275,0.902004076697684,0.798952200456188,45.0096952849925,0.798952200122139,45.009695274594,0.350198642628225,0.35007392553764,4e-09,12.00000068,0.75012998077197,3.00354389933754,1.5e-08,0.0400176857758825,133,0.425724949985128,1.20506922033533,0,4578241.86879003,0.0338907152872225
9.99999999849851e-09,17.9388467399899,0.901901022981866,0.799006349193132,45.0108687806911,0.799006348871763,45.010868770467,0.350188649329531,0.350070036497633,4e-09,12.00000068,0.750130929340933,3.00336161147529,1.5e-08,0.040016779816438,134,0.432620397515512,1.15735681306012,0,4396975.15235415,0.0322572929366865
9.99999999852942e-09,17.9389320919793,0.901828891961544,0.79904425300374,45.0116902276519,0.799044252691247,45.0116902175498,0.350181654058025,0.350067314175334,4e-09,12.00000068,0.750131593339207,3.00323401567165,1.5e-08,0.0400161456592803,135,0.43744721078678,1.12523868686042,0,4274953.48950426,0.0311754148389585
9.99999999855105e-09,17.9389918386115,0.901778403472284,0.799070785521472,45.0122652405095,0.799070785215192,45.0122652304929,0.350176757386387,0.35006540855252,4e-09,12.00000068,0.750132058137998,3.00314470140207,1.5e-08,0.0400157017563521,136,0.440825980076669,1.10336150346586,0,4191838.7311999,0.0304465200666628
9.99999999856619e-09,17.9390336613715,0.90174306311017,0.799089358210494,45.0126677495022,0.799089357908563,45.0126677395454,0.350173329725265,0.35006407461792,4e-09,12.00000068,0.750132383497152,3.00308218278193,1.5e-08,0.0400153910277724,137,0.44319111857959,1.0883369092008,0,4134758.00474445,0.0299496634466622
9.99999999857681e-09,17.9390629373611,0.901718325631118,0.799102359056833,45.0129495057932,0.799102358757947,45.0129494958783,0.350170930366902,0.350063140864372,4e-09,12.00000068,0.75013261124856,3.00303842041843,1.5e-08,0.0400151735194671,138,0.444846715531635,1.07795908700943,0,4095331.074522,0.0296082321876538
9.99999999858423e-09,17.9390834305819,0.901701009775268,0.799111459631638,45.0131467351949,0.799111459334882,45.0131467253093,0.350169250818216,0.350062487237217,4e-09,12.00000068,0.750132770674546,3.00300778709256,1.5e-08,0.0400150212644865,139,0.446005633398066,1.07076209617991,0,4067988.60805701,0.0293722899399647
9.99999999858942e-09,17.9390977758503,0.901688888862125,0.79911783002536,45.0132847957751,0.799117829730096,45.0132847859101,0.350168075135197,0.350062029698369,4e-09,12.00000068,0.750132882272735,3.00298634392547,1.5e-08,0.0400149146864084,140,0.446816875904569,1.0657569928183,0,4048973.45657769,0.0292086091332727
9.99999999859304e-09,17.939107817545,0.901680404314045,0.79912228929673,45.0133814381808,0.79912228900251,45.0133814283301,0.350167252157604,0.350061709421255,4e-09,12.00000068,0.750132960391468,3.0029713337874,1.5e-08,0.0400148400819537,141,0.447384745659119,1.062269393554,0,4035723.53474419,0.0290947502486871
9.9999999985956e-09,17.9391148467346,0.901674465175037,0.799125410784614,45.0134490878646,0.799125410491125,45.0134490780239,0.350166676073544,0.350061485227314,4e-09,12.00000068,0.750133015074581,3.00296082672941,1.5e-08,0.0400147878589335,142,0.447782254487305,1.05983586844706,0,4026478.20149252,0.0290153983416007
9.99999999859738e-09,17.9391197671689,0.901670307799611,0.799127595825115,45.0134964426431,0.799127595532138,45.0134964328094,0.350166272814827,0.350061328291574,4e-09,12.00000068,0.75013305335276,3.00295347180776,1.5e-08,0.0400147513028674,143,0.448060510667036,1.05813620927279,0,4020020.93691137,0.0289600223717496
9.99999999859862e-09,17.9391232114738,0.901667397647532,0.799129125352968,45.013529590988,0.799129125060349,45.0135295811593,0.350165990533787,0.350061218436565,4e-09,12.00000068,0.750133080147486,3.00294832337189,1.5e-08,0.0400147257136446,144,0.448255289992847,1.05694831025966,0,4015507.92728002,0.0289213424000137
9.99999999859951e-09,17.9391256224875,0.90166536054633,0.799130196022221,45.0135527948294,0.799130195729852,45.0135527850041,0.350165792937088,0.350061141538064,4e-09,12.00000068,0.750133098903793,3.00294471947132,1.5e-08,0.0400147078012002,145,0.448391635520915,1.05611769216819,0,4012352.28239327,0.0288943070939517
9.99999999860011e-09,17.9391273101974,0.901663934578063,0.799130945490578,45.0135690375183,0.799130945198385,45.0135690276955,0.350165654619414,0.350061087709115,4e-09,12.00000068,0.750133112033209,3.00294219674316,1.5e-08,0.0400146952624948,146,0.448487077390562,1.05553670562661,0,4010145.02585978,0.0288754022820237
9.99999999860054e-09,17.9391284915943,0.901662936401537,0.799131470118369,45.0135804074006,0.799131469826299,45.0135803975794,0.350165557797049,0.350061050028852,4e-09,12.00000068,0.7501331212238,3.00294043083453,1.5e-08,0.0400146864854037,147,0.448553886699316,1.05513023351079,0,4008600.77626172,0.0288621786541049
9.99999999860083e-09,17.9391293185723,0.901662237678587,0.799131837357795,45.0135883663182,0.799131837065811,45.0135883564982,0.350165490021397,0.350061023652668,4e-09,12.00000068,0.750133127657213,3.00293919469903,1.5e-08,0.0400146803414414,148,0.448600653215443,1.05484580978832,0,4007520.20713532,0.0288529268787697
9.99999999860104e-09,17.9391298974568,0.901661748572825,0.799132094425378,45.0135939375605,0.799132094133454,45.0135939277414,0.350165442578443,0.35006100518934,4e-09,12.00000068,0.750133132160603,3.00293832940444,1.5e-08,0.0400146760406684,149,0.448633389776732,1.05464676573913,0,4006764.00841713,0.0288464529752344
9.99999999860118e-09,17.939130302676,0.90166140619894,0.79913227437268,45.0135978374301,0.799132274080798,45.0135978276115,0.350165409368376,0.35006099226501,4e-09,12.00000068,0.750133135312975,3.00293772369836,1.5e-08,0.0400146730301276,150,0.448656305369634,1.0545074605081,0,4006234.76658562,0.0288419223857123
9.99999999860129e-09,17.9391305863295,0.901661166537293,0.799132400335788,45.0136005673388,0.799132400043935,45.0136005575207,0.350165386121329,0.35006098321798,4e-09,12.00000068,0.750133137519636,3.00293729970416,1.5e-08,0.0400146709227492,151,0.448672346284667,1.054409959501,0,4005864.34538044,0.0288387515336277
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,152,0.448683574925187,1.05434343858464,0,4005611.62226767,0.0288365322126542
6.91830973090613e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,153,0.448683574925187,1.05434343729043,0,4005611.61735078,0.0288365322071071
9.99999999860136e-09,17.8026113119516,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,154,0.448683574925188,1.06316583565019,0,4039129.25507003,0.028909611941797
9.99999999860136e-09,17.9391307848869,0.89394921388498,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,155,0.448683574925188,1.06990512944483,0,4064732.86065222,0.028872448594481
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.806595164272317,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,156,0.448683574925189,1.06283701573095,0,4037880.01801694,0.028830231859641
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.2635927111171,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,157,0.448683574925187,1.06216615427137,0,4035331.31295455,0.0287569617504016
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.806595163980896,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,158,0.448683574925188,1.0628370169634,0,4037880.02269921,0.0288300677883431
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.2635927013003,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,159,0.448683574925188,1.06216615627386,0,4035331.32056233,0.0287586761029069
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.346232488045393,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,160,0.448683574925188,1.05729370590435,0,4016820.13804363,0.0288762604800708
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.346128365391383,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,161,0.448683574925188,1.05550549348975,0,4010026.4461887,0.0288579346349227
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,2.76732389275725e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,162,0.448683574925187,1.05434343858464,0,4005611.62226767,0.0288365322126542
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.0000004704451,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,163,0.448683574925187,1.05434343858464,0,4005611.62226767,0.0288365322126542
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.757632875524964,3.00293700290826,1.5e-08,0.0400146694475845,164,0.448683574925188,1.05321790174009,0,4001335.53603164,0.0289080728580548
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,2.95319188562581,1.5e-08,0.0400146694475845,165,0.448683574925188,1.06130920212201,0,4032075.62096316,0.028836665202275
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.03774645978397e-08,0.0400146694475845,166,0.448683574925187,1.05434343858464,0,4005611.62226767,0.0288365322126542
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.038850973700855,167,0.448683574925189,1.05864151696566,0,4021940.67794954,0.0288449449889793
9.99999999860136e-09,17.9391307848869,0.901660998774176,0.799132488509962,45.013602478275,0.79913248821813,45.0136024684571,0.350165369848396,0.350060976885058,4e-09,12.00000068,0.750133139064299,3.00293700290826,1.5e-08,0.0400146694475845,168,0.468683574925187,1.05627140559278,0,4012936.26315087,0.025217756144645
9.99999999606902e-09,17.9320680914818,0.907636017334084,0.796000940373493,44.9457444462604,0.796000939373695,44.9457444260944,0.350743260045451,0.350285848954933,4e-09,12.00000068,0.750065460706304,3.01349103448718,1.5e-08,0.040067087129659,169,0.052899999999995,8.84240413164381,0,33593642.6996192,710.330058150452
9.9999999968287e-09,17.9341866097128,0.905839649666366,0.796940578905062,44.9661018174165,0.79694057811773,44.9661018003549,0.350569870947762,0.350218383975847,4e-09,12.00000068,0.750085764213864,3.01032146280852,1.5e-08,0.0400513532934932,170,0.169605072477557,6.39643365647569,0,24301027.5948015,0.651477870452849
9.9999999973605e-09,17.9356697202864,0.904584158753687,0.797598238042185,44.98035200558,0.797598237403541,44.9803519906915,0.35044850979829,0.350171160201907,4e-09,12.00000068,0.750099976669084,3.00810447729554,1.5e-08,0.0400403439600539,171,0.253328623211846,3.61745389858235,0,13743259.405712,0.16890434914095
9.99999999773276e-09,17.9367079701034,0.903706280797156,0.79805855577395,44.9903271454421,0.798058555239369,44.9903271320748,0.350363562504567,0.350138104399548,4e-09,12.00000068,0.750109925387695,3.00655342766239,1.5e-08,0.0400326395585473,172,0.311935108725849,2.4268233928079,0,9219872.41697247,0.0882224168029388
9.99999999799335e-09,17.9374347804547,0.903092240133976,0.798380756576401,44.9973097453672,0.798380756114654,44.9973097330647,0.350304102103985,0.350114965749478,4e-09,12.00000068,0.7501168894907,3.00546810464376,1.5e-08,0.0400272475219461,173,0.352959648585651,1.87123529768716,0,7109108.45755838,0.0602948989292932
9.99999999817574e-09,17.9379435650841,0.902662644130353,0.798606286475833,45.0021975656293,0.798606286065065,45.0021975540722,0.350262481150643,0.350098768896199,4e-09,12.00000068,0.750121764362792,3.00470858028045,1.5e-08,0.0400234736080464,174,0.38167682648751,1.5681355571343,0,5957586.28837347,0.0474094018428806
9.99999999830343e-09,17.9382997228421,0.902362040917766,0.798764152155715,45.005619039735,0.79876415178063,45.0056190286997,0.350233347134115,0.350087431197802,4e-09,12.00000068,0.75012517677325,3.00417701208507,1.5e-08,0.0400208321190391,175,0.401778851018816,1.38898194679218,0,5276954.3827764,0.0404912225489904
9.99999999839281e-09,17.938549037446,0.902151674552861,0.798874655550625,45.0080140714914,0.798874655200517,45.0080140608213,0.350212953641633,0.350079494857397,4e-09,12.00000068,0.750127565460568,3.00380496278972,1.5e-08,0.0400189831995808,176,0.415850268190727,1.27734228712692,0,4852818.2788315,0.0364260055547642
