configName,configLabel,baselineMaxHM,bestMaxHM,baselineStressAggregate,bestStressAggregate,baselineTipUz,bestTipUz,baselineMaxDisp,bestMaxDisp
min_bending,Min M_b,1134854.09861837,3409368.79221088,615614.237758049,1614122.20527253,-0.013022579253537,-0.0387795957043292,0.0131296392767375,0.0390979724458126
min_torsion,Min M_s,970247.560877413,3062935.74208583,467930.723613853,1365456.19184481,-0.00759530313001225,-0.0243358694446405,0.00821247806901635,0.0263014414149874
min_shear,Min T,1079140.68478722,3158149.21263483,568886.382347079,1477998.44157758,-0.0104779621622536,-0.0312844159153892,0.0121632992991841,0.0363923970713546
max_bending,Max M_b,1134854.09852769,3409368.7920894,615614.237714699,1614122.20520582,-0.0130225792526515,-0.0387795957028174,0.0131296392758372,0.039097972444256
max_torsion,Max M_s,970247.560850983,2934359.07708663,467930.723601683,1350689.50299235,-0.00757822479835179,-0.0242299749290765,0.00821247806878551,0.0262415564958631
max_shear,Max T,1079140.68484005,3069572.1851865,568886.382376483,1471078.7064968,-0.0104575396003609,-0.0311636707502768,0.0121632992997936,0.0363208630711741
max_tension,Max N,1066532.87198386,3384877.53223828,533284.689576622,1470034.47679008,-0.00830513120959947,-0.0259497991026774,0.0103473627798318,0.0323653081807755
