testAFinalJ,testAVolFrac,testBFinalJ,testBVolFrac,ratioBoverA,linkedDesignVars,unlinkedDesignVars
0.394855998348504,0.4,0.48450568048408,0.399999999999998,1.22704399201364,4012,48144
