iteration,J,volumeFraction,change,iterationTimeSec,C_min_bending,C_min_torsion,C_min_shear,C_max_bending,C_max_torsion,C_max_shear
36,0.945886048729921,0.4,0.00242783785138012,79.1843886666667,19.3691704521216,16.4412926395545,0.490791026545695,19.3691704515634,16.4412926424623,0.49079102650418
37,0.945339301008827,0.4,0.00229368502829652,79.2165260416667,19.3461745014554,16.4423394554902,0.490342390786081,19.3461745015578,16.4423394363526,0.490342390805363
38,0.944825818430877,0.4,0.00218650211895025,76.5628705416667,19.3232454723985,16.4447811218642,0.489891326262279,19.3232454715457,16.4447811521228,0.489891326228543
39,0.944336169668251,0.4,0.00206683918748679,75.8846123333333,19.3017044404095,16.4461111125018,0.489490202185461,19.3017044418135,16.4461110421366,0.48949020221789
40,0.943878409129657,0.4,0.00197354762317314,76.176434875,19.2808870188205,16.4482142824611,0.489095192176919,19.2808870220376,16.4482143218256,0.489095192159327
41,0.943442866643643,0.4,0.00186827058934891,78.0482425416667,19.2611136606155,16.4496736428872,0.488737436500077,19.2611136607524,16.4496735764781,0.488737436508519
42,0.94303562373783,0.4,0.0017768738796955,78.6453745,19.2422855944186,16.4513141029453,0.488398099047822,19.2422855981579,16.4513141114149,0.488398099081295
43,0.942647654160516,0.4,0.00168746976363121,74.1647475,19.2241534968982,16.4528611075916,0.488078092547071,19.2241535027031,16.4528610853145,0.48807809250853
44,0.942282539576873,0.4,0.00160070733448137,78.558551125,19.2069635499988,16.4543004087656,0.487779062936358,19.2069635498401,16.4543004246819,0.48777906294687
45,0.941934027654079,0.4,0.00152044999800277,76.7552565,19.1904096778389,16.4557380825371,0.487493219685023,19.190409683643,16.4557380637175,0.487493219729247
46,0.941605851565348,0.4,0.00144110328786662,75.6321150833333,19.1746306342438,16.4571826725822,0.487223524855185,19.1746306363197,16.4571826964688,0.487223524865907
47,0.941292866450227,0.4,0.00136672306064545,75.666944375,19.159552431663,16.4585204953436,0.486967728504558,19.1595524294943,16.4585204864061,0.486967728517972
48,0.940997531356862,0.4,0.00129473768498614,74.7505939583333,19.1451991151964,16.4598267767738,0.486726466546241,19.1451991152164,16.4598268037864,0.486726466539573
49,0.940717013070944,0.4,0.00122808610695002,78.3810587916667,19.1315011439723,16.4610473097933,0.486498743085247,19.1315011450287,16.4610473149717,0.486498743045443
50,0.940452919123675,0.4,0.00116356585641864,74.2797290833333,19.1184316371226,16.4622733116092,0.486284194455333,19.1184316378002,16.4622733345446,0.486284194447477
51,0.940202256422272,0.4,0.00110381748111757,80.8376714166667,19.106007838899,16.463403054338,0.486081759053063,19.1060078412279,16.4634030711513,0.486081759103491
52,0.939965840669776,0.4,0.00104541073369691,79.00071125,19.0942065867205,16.4644783384731,0.485891616838016,19.0942065876035,16.4644783638885,0.485891616848314
53,0.939741180445539,0.4,0.000990881814082467,76.0459722916667,19.0829868863798,16.4654582680756,0.485712262406273,19.0829868838824,16.4654582839677,0.48571226240209
