label,volFracRaw,volFracClean,J_continuous,J_binary,selectedScore,selectedBy,nSolidRaw,nSolidElems
volume_t0.38,0.4,0.395331695331695,0.939741180445539,NaN,0.939741180445539,J_continuous,39072,38616
