config_name,vol_frac,sHM_ref,sHM_final,sHM_ratio,u_ref,u_final,u_ratio
min_bending,0.4,2850111.62293022,12385965.750627,4.34578268829096,0.0167509998980619,0.170561856558279,10.1821895765167
min_torsion,0.4,2598130.64458905,8720165.78955032,3.35632305777664,0.0135666860597756,0.172585226540457,12.7212515849513
min_shear,0.4,511663.594337973,1627689.40550639,3.18117103409012,0.00119155706733748,0.0185642177393802,15.579797433338
max_bending,0.4,2850111.6230041,12385965.751318,4.34578268842075,0.0167509998983652,0.170561856564007,10.1821895766743
max_torsion,0.4,2598130.64455658,8720165.78540604,3.35632305622349,0.0135666860595866,0.172585226527398,12.7212515841659
max_shear,0.4,511663.594329015,1627689.40551812,3.18117103416872,0.00119155706728937,0.0185642177399385,15.5797974344355
ALL_MAX,0.4,2850111.6230041,12385965.751318,4.34578268842075,0.0167509998983652,0.172585226540457,10.3029805735537
