status,allConfigurationsSolved,nElements,nIterations,fdMaxRelativeError,fdPass,initialJ,finalJ,relativeJChange,targetVolumeFraction,finalVolumeFraction,volumeActive,finalChange,objectiveDecreased,objectiveWindowConverged,mmaAcceptable,topologyNonuniform,finalDensityStd,finalDensityRange,rhoGt05,rhoGt07,finalCMaxBending,finalCMaxTorsion,finalCMaxShear,topologyDiffersByArmLocation,locationMeanDensityRange,locationMeanDensityStd
ok,1,8288,54,0.00382932951332191,1,1,0.843011175098501,-0.156988824901499,0.4,0.4,1,0.000966725308558125,1,1,1,1,0.209006360996888,0.858111596150596,0.311052123552124,0.0540540540540541,15.5141256888184,15.0385160290689,0.451859723005611,1,0.858111596150596,0.209006360996888
