variant,configName,configLabel,volumeFraction,maxHM,stressAggregate,tipUz,maxDisp
full_pipe,nominal,Nominal (straight),1,2504397.01419275,1288295.84638003,-0.0100887983105594,0.0113499434223977
threshold_05,nominal,Nominal (straight),1,2504397.01419275,1288295.84638003,-0.0100887983105594,0.0113499434223977
threshold_volume,nominal,Nominal (straight),0.980200712845622,5048761.9964942,1863099.30353967,-0.0108117567031832,0.0121134386875426
