angleDeg,phaseFrac,spacingFactor,widthFactor,helixPlusWeight,helixMinusWeight,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,baseDensity,eval,J,stressObjective,dispObjective,trueMaxHM,maxAbsUz,fullVolumeFraction,maxHM_min_bending,tipUz_min_bending,maxHM_min_torsion,tipUz_min_torsion,maxHM_min_shear,tipUz_min_shear,maxHM_max_bending,tipUz_max_bending,maxHM_max_torsion,tipUz_max_torsion,maxHM_max_shear,tipUz_max_shear,maxHM_max_tension,tipUz_max_tension
45,9.99999999999999e-09,18,0.9,0.8,0.8,0.35,0.35,4e-09,32,0.75,0.0371668816412851,13,0.920854263810129,0.920854263810129,1.2211589730926,62798616.4123339,1.06571297906965,0.4,62798616.2888339,-1.0657129768388,36847160.254566,-0.640252566090207,10169154.628563,-0.0382397305660822,62798616.4123339,-1.06571297906965,36847159.9019157,-0.638767315019696,10169154.6187933,-0.0382397305228354,25677068.8211249,-0.1591668349513
45.0004166666666,8.57695899882906e-09,18.2730149278102,0.897233563557459,0.800415415547795,0.800415415547795,0.349587741378523,0.349587741378523,3.43078359953163e-09,31.8971586049351,0.750015624999998,0.0395102344230992,14,0.918017345209112,0.918017345209112,1.22295121243026,61148465.6196684,1.06908496123025,0.4,61148465.6096575,-1.06908496107604,37485989.0218499,-0.634819707654646,10003496.3327864,-0.0384820803895408,61148465.6196684,-1.06908496123025,37485989.0171325,-0.633347222238086,10003496.3423964,-0.0384820804327047,25260893.5572911,-0.15842499637096
45.0006249999998,7.9432823645728e-09,18.5499092062761,0.895853375726188,0.800623111685509,0.800623111685509,0.349381652813584,0.349381652813584,3.17731294582912e-09,31.8458543522816,0.750023437499992,0.039268031195864,15,0.908709045029464,0.908709045029464,1.20979962154597,59772348.8967812,1.05462593341496,0.4,59772348.8967812,-1.05462593341496,37282062.3527507,-0.635258737266735,9749570.6698083,-0.0379540874475404,59772348.8955796,-1.05462593318792,37282062.4060626,-0.633786007309807,9749570.67516019,-0.0379540874715528,24677430.4031942,-0.156425237150571
45.0005208333332,8.25404186795116e-09,18.090565917279,0.896543216647086,0.800519264589638,0.800519264589638,0.352372555215532,0.34948469368936,3.30161674718047e-09,31.8714967576318,0.750019531249996,0.0393889104988333,16,0.921316102002743,0.921316102002743,1.21837168954911,62442594.1792521,1.06390293959828,0.4,62442594.1792521,-1.06390293959828,36913026.3673397,-0.638310367247047,10113982.8404916,-0.0381543826691559,62442594.1314883,-1.06390293870408,36913026.5077382,-0.636830039606568,10113982.8329008,-0.038154382636076,25517972.3975405,-0.158726345040107
45.0006076388887,7.99425097745265e-09,18.1057032003146,0.895968314051457,0.800605803971502,0.800605803971502,0.350292081880227,0.352286532639005,3.19770039098106e-09,31.8501267354991,0.750022786458326,0.0392881469201375,17,0.921699830423494,0.921699830423494,1.22183941692092,62289311.819609,1.06697827862427,0.4,62289311.819609,-1.06697827862427,37008220.5204397,-0.639299359566071,10111819.8916504,-0.0382967499037743,62289311.6031922,-1.06697827484515,37008220.6979861,-0.637816035296836,10111819.8874521,-0.0382967498817984,25512636.0923728,-0.158972796658957
45.0007089120367,7.70147792873322e-09,18.1233788049137,0.895298038888933,0.800706764872637,0.797798366368368,0.350340767437273,0.350191851621463,3.08059117149329e-09,31.8252121230707,0.750026584201378,0.0391709787416488,18,0.92224530330884,0.92224530330884,1.22251308066325,62185834.4238589,1.067853779718,0.4,62185834.3011958,-1.06785377755005,37101961.6067273,-0.638676237264371,10115323.1625188,-0.0383463842302961,62185834.4238589,-1.067853779718,37053456.3039707,-0.63719725803117,10115323.1680233,-0.0383463842572654,25518555.5102614,-0.158910696056737
45.0008270640427,7.37343327146694e-09,18.1440213169216,0.894516656899102,0.797916212090761,0.799924510293663,0.350397569142493,0.350223829157373,2.94937330858678e-09,31.7961683470142,0.750031014901603,0.0390348110676317,19,0.922762647067229,0.922762647067229,1.22356454546593,62032305.4641481,1.06903655735571,0.4,62032305.4231608,-1.06903655668794,37084607.6933935,-0.638239874246076,10112639.6285783,-0.0384080662369268,62032305.4641481,-1.06903655735571,37117705.6993033,-0.636757019950716,10112639.6265874,-0.0384080662263409,25507087.8786359,-0.158908631689189
45.0009649080497,7.00833274540274e-09,18.1681327248459,0.893605870016702,0.800061945676232,0.799911928577113,0.350463840366398,0.350261137099377,2.8033330981611e-09,31.7623156548792,0.749926809052123,0.0388766659713037,20,0.922483484436777,0.922483484436777,1.22429594357885,61805794.5416883,1.06985229920803,0.4,61805794.5321382,-1.06985229913743,37038219.4181539,-0.637723936330046,10096741.632317,-0.0384578491907977,61805794.5416883,-1.06985229920803,37035780.7997557,-0.636243981546666,10096741.6264708,-0.0384578491639943,25464474.5050144,-0.158890153920773
45.0011257260576,6.60516745174398e-09,18.1963013499783,0.892544410436714,0.800072269888925,0.799897249872141,0.350541160284807,0.350304664142621,2.64206698069759e-09,32.4455446855477,0.750008360560539,0.038693136032985,21,0.920249658061226,0.920249658061226,1.22138981801768,61502592.2559203,1.06737149437981,0.4,61502592.1329926,-1.06737149235368,37196316.2295342,-0.635839211450796,10054890.98147,-0.0383762399782823,61502592.2559203,-1.06737149437981,37194163.5780416,-0.634363279977957,10054890.984385,-0.0383762399907581,25364907.8773629,-0.158498872520329
45.0013133470667,6.16402612614046e-09,18.2292171735123,0.891307574861955,0.800084314779642,0.799880124667813,0.350631371600028,0.350355447203848,7.22089655415592e-09,31.8986613181238,0.750009753987295,0.0384803361263568,22,0.916787644404335,0.916787644404335,1.21698805425058,61158474.9340946,1.06357015213614,0.4,61158474.9340946,-1.06357015213614,37297681.4289829,-0.63313492017176,9998259.0601136,-0.038250370896088,61158474.9024352,-1.06357015150028,37294938.6326166,-0.631665270345438,9998259.05590889,-0.038250370879754,25232053.45027,-0.157889617287426
45.0015322382437,5.68645861176925e-09,18.2676900417263,0.889866691863394,0.800098367119345,0.799860145196734,0.350736624579709,0.350414696162895,3.17209596319709e-09,31.8818008349095,0.750011379651844,0.0382338551578887,23,0.914194580724967,0.914194580724967,1.21454434021972,60868311.7690588,1.06164739146916,0.4,60868311.7690588,-1.06164739146916,37341360.3607574,-0.630642157068044,9959096.27068373,-0.0382146258928341,60868311.6537331,-1.06164738939738,37338398.1339932,-0.629178584036777,9959096.2718673,-0.0382146259023229,25147017.0121672,-0.157336562845896
45.0017876112831,1.51582427684257e-08,18.3126713363181,0.888188515190379,0.800114761471008,0.799836835723973,0.350859428477111,0.350483822741297,3.0518325788862e-09,31.8621408708667,0.750013276260484,0.0379487103719375,24,0.913837976347524,0.913837976347524,1.21629648431596,60548273.6120501,1.06375451447674,0.4,60548273.4139277,-1.0637545111795,37375618.5605438,-0.629134560416791,9948083.23196057,-0.0383498738139684,60548273.6120501,-1.06375451447674,37372259.203327,-0.627675369087806,9948083.22842695,-0.0383498737974739,25135345.3901933,-0.157020383206165
44.9991688798363,6.46780630968427e-09,18.3652798276973,0.886234536171743,0.800133888153813,0.799809641216863,0.351002711577486,0.350564474212299,2.91727580724835e-09,31.8392186853196,0.750015488970564,0.0376193080605462,25,0.914108085397021,0.914108085397021,1.21590055374518,60240605.4300444,1.06358268232016,0.4,60240605.3902428,-1.0635826816655,37334473.9764076,-0.628200771526061,9922632.32669838,-0.0383709131462268,60240605.4300444,-1.06358268232016,37330847.589421,-0.626744770072431,9922632.33882292,-0.0383709132051017,25086028.382285,-0.156616735851084
45.0005654517579,8.58226249133935e-09,18.25643180916,0.890287805181071,0.80258623700561,0.799865987651462,0.350705845520355,0.350397370203975,3.94925970112536e-09,32.0505328152462,0.749981886413774,0.0383057334000772,26,0.914758851692771,0.914758851692771,1.21570598488912,60959690.0876336,1.06254654597679,0.4,60959690.0778611,-1.06254654597679,37348347.1077618,-0.631589752269247,9970096.81804389,-0.038241281853649,60959690.0876336,-1.06254654596634,37314170.6219713,-0.630127635415313,9970096.80853259,-0.0382412818068359,25173232.4511936,-0.157548874221357
45.0003610317021,9.33945099629141e-09,18.2469465829293,0.890642938758511,0.800862242654916,0.799870912630674,0.350679900315807,0.35038276517656,4.39923909332048e-09,32.1329946805496,0.750095271823301,0.0383664514644345,27,0.915318846058244,0.915318846058244,1.21569935636202,61024518.3063273,1.06249505604262,0.4,61024518.3063273,-1.06249505604262,37329811.9825256,-0.631989143517022,9976519.94969901,-0.0382265533799811,61024518.1998269,-1.06249505410374,37316822.8392482,-0.630523500056238,9976519.95281642,-0.0382265533939115,25184592.135943,-0.157633212339503
45.0005590476595,8.77646983992759e-09,18.3127096441613,0.888187088940281,0.800243357083163,0.802328912337434,0.350859532945666,0.350483881545896,4.24823749334996e-09,32.1209998286607,0.750006944611386,0.0379484689133731,28,0.913872551034667,0.913872551034667,1.21719905055133,60550718.974544,1.06451566473377,0.4,60550718.9616425,-1.06451566447366,37361558.2462841,-0.629481126421539,9950889.65574907,-0.038384159866067,60550718.974544,-1.06451566473377,37386595.2286702,-0.62802048883619,9950889.64554815,-0.038384159823552,25143983.9369181,-0.157101811572211
45.0006522222694,8.58762705411619e-09,18.3653246392128,0.886232875785271,0.800283915565226,0.799809618083487,0.351002833468343,0.348091737334442,4.29108305248092e-09,32.1412076838988,0.750008102046616,0.0376190293408843,29,0.914234028394144,0.914234028394144,1.21641326511571,60234798.1631592,1.06408088937482,0.4,60234798.1354733,-1.06408088873478,37326843.268285,-0.628202520802116,9925700.84944402,-0.0383950973812086,60234798.1631592,-1.06408088937482,37321546.6725398,-0.6267470247279,9925700.83538669,-0.0383950973189959,25094945.0121619,-0.156640788668229
45.0007609259808,8.37243988777923e-09,18.4268850305787,0.883958277033685,0.800331233420892,0.799777887136546,0.348696270734138,0.350658652802333,4.34161599324577e-09,32.1647983637198,0.750009452387719,0.0372390949942946,30,0.90985321206722,0.90985321206722,1.20718783031334,59862834.4932555,1.05455946881176,0.4,59862834.4015282,-1.05455946736391,37127595.1266522,-0.62783259286924,9826722.83869895,-0.038003140005289,59862834.4932555,-1.05455946881176,37121916.643135,-0.626375678360643,9826722.84707747,-0.0380031400435119,24855916.9129476,-0.155787353135485
