iteration,volumeFraction,nErased,iterationTimeSec,maxStress_min_bending,maxDisplacement_min_bending,maxStress_min_torsion,maxDisplacement_min_torsion,maxStress_min_shear,maxDisplacement_min_shear,maxStress_max_bending,maxDisplacement_max_bending,maxStress_max_torsion,maxDisplacement_max_torsion,maxStress_max_shear,maxDisplacement_max_shear
115,0.844324324324323,1280,49.489124625,4681565.65846425,0.0237169786039771,3397561.54917514,0.0188789855263357,1038063.17814899,0.00201332250059488,4681565.65844309,0.0237169786040053,3397561.54926787,0.018878985526642,1038063.17813235,0.00201332250054631
116,0.843108108108107,1290,53.0414131666667,4683797.97913543,0.0237288850037594,3397425.13521077,0.0189021993135375,1039203.76616434,0.00201605597454589,4683797.97888616,0.0237288850022928,3397425.13521446,0.0189021993137891,1039203.76617954,0.00201605597460905
117,0.84262162162162,1294,52.4066210833333,4689528.62817068,0.0237552267592601,3397789.69938465,0.0189556029949047,1041570.9469836,0.0020262245474021,4689528.62828276,0.0237552267599047,3397789.69969128,0.0189556029962622,1041570.94698153,0.00202622454739146
118,0.841405405405404,1304,50.0433912916667,4691527.86917069,0.0237688660160278,3397842.70970882,0.0189722449313793,1042522.04450193,0.00203039639896089,4691527.86931231,0.0237688660168773,3397842.70994934,0.0189722449328684,1042522.04454137,0.00203039639908329
119,0.840189189189188,1314,48.369275,4702979.76728835,0.0238372334420124,3421784.50844114,0.0190310315506802,1043415.03676904,0.00203424682808615,4702979.76711549,0.0238372334411256,3421784.50804177,0.0190310315493815,1043415.03679035,0.00203424682825192
120,0.839702702702701,1318,52.8974089583333,4714155.99677209,0.0238900773758029,3435425.32348358,0.0191096389386411,1045512.90039699,0.00204024709280964,4714155.99673017,0.0238900773756379,3435425.32326473,0.0191096389381724,1045512.90041465,0.00204024709289621
121,0.838972972972972,1324,49.0502669583333,4712288.64424812,0.0239210576968227,3436601.39568219,0.0191338841649256,1045245.01032955,0.00204296081741098,4712288.64500396,0.0239210577007611,3436601.39580431,0.0191338841657008,1045245.01034906,0.00204296081751488
122,0.837270270270269,1338,54.3095435416667,4719870.43449422,0.0239578753238183,3445450.6505858,0.0191709505844865,1045847.54845249,0.0020455204106525,4719870.43401633,0.0239578753216407,3445450.65046931,0.0191709505843818,1045847.54843383,0.00204552041054347
123,0.837027027027026,1340,48.8201917083333,4749162.31907267,0.0241189261922338,3451935.62987169,0.0192651942020999,1053502.20945954,0.00205935506007223,4749162.31913668,0.0241189261923871,3451935.62999841,0.0192651942031155,1053502.20948559,0.00205935506017845
124,0.836540540540539,1344,48.90517075,4751762.35628886,0.0241382778653389,3452876.77371497,0.0192701309556495,1053766.92117299,0.00205968999079351,4751762.35579637,0.0241382778628519,3452876.77378486,0.0192701309558665,1053766.92114775,0.0020596899907267
125,0.835567567567566,1352,50.18813275,4759343.87795146,0.0241795360606798,3457057.87117693,0.0192833871560864,1054444.1773319,0.00206035365340481,4759343.8777196,0.0241795360595341,3457057.87086376,0.0192833871549044,1054444.17734834,0.0020603536534927
126,0.83508108108108,1356,51.737856375,4772576.02920428,0.024265080962855,3474356.95698904,0.019325650480518,1055264.10651311,0.00206692194359264,4772576.02885432,0.0242650809606983,3474356.95696057,0.0193256504803548,1055264.10655237,0.00206692194380606
127,0.83435135135135,1362,49.3894924583333,4778934.83914644,0.0243001622317755,3479409.53293381,0.0193437592087444,1056001.4765436,0.00206859690472881,4778934.83936756,0.0243001622327602,3479409.53324697,0.0193437592101193,1056001.47657463,0.00206859690488102
128,0.834108108108107,1364,52.6104386666667,4773346.38730317,0.0243630703354854,3488749.77273129,0.0193858409368916,1053802.99172253,0.00207420718903205,4773346.38752841,0.0243630703365743,3488749.77299447,0.0193858409376791,1053802.99172037,0.00207420718902207
129,0.833864864864864,1366,48.5231971666667,4773851.79243892,0.0243665129728863,3488575.40756075,0.0193954714106824,1053910.46551625,0.00207513634401964,4773851.79276486,0.0243665129746055,3488575.40748925,0.0193954714101687,1053910.46548898,0.00207513634383731
130,0.832648648648647,1376,51.8325752083333,4773235.75436874,0.0243723513000428,3488661.40911614,0.0194066007481795,1053770.9761893,0.00207600875814121,4773235.75417818,0.0243723512990554,3488661.40927134,0.0194066007493226,1053770.97619081,0.00207600875812206
131,0.831675675675674,1384,51.8894124583333,4777170.79448135,0.0244622080617872,3493927.82429065,0.0194641590369329,1054964.91115675,0.00208664294078404,4777170.79462456,0.0244622080625061,3493927.82438126,0.0194641590378386,1054964.91117345,0.0020866429407938
132,0.831189189189188,1388,48.6189014166667,4788468.55298777,0.024496235545807,3496244.89863209,0.0195152715450813,1059410.47592079,0.00209752008852712,4788468.5531722,0.0244962355465798,3496244.89876413,0.0195152715463705,1059410.47591829,0.00209752008851328
133,0.829243243243242,1404,47.5500950833333,4798882.85510238,0.0245161374674707,3498791.80198274,0.0195363333198385,1063048.06846096,0.00210228137305029,4798882.85529559,0.0245161374683473,3498791.80174111,0.0195363333193369,1063048.06846173,0.0021022813730707
134,0.828270270270269,1412,52.221751875,4825479.97718051,0.024630236829367,3551685.50838372,0.0196619220799401,1065105.97713247,0.00211090748372943,4825479.9772068,0.0246302368296133,3551685.50818624,0.0196619220796469,1065105.97713877,0.00211090748368998
135,0.827540540540539,1418,52.1112225833333,4825727.59371654,0.0246683204849223,3560412.77742375,0.0197018754583251,1064607.03592719,0.00211514192615589,4825727.59369561,0.0246683204846721,3560412.77744465,0.019701875458888,1064607.03592233,0.00211514192604765
136,0.827297297297296,1420,51.0579520833333,4829478.59880525,0.0247111097115069,3572106.49696401,0.0197450351242956,1065058.39227245,0.00211799397624425,4829478.59870517,0.0247111097108966,3572106.49713074,0.0197450351254291,1065058.3923166,0.00211799397637102
137,0.826810810810809,1424,48.9315614166667,4830197.19242103,0.0247183179403253,3574776.16076269,0.0197520646333686,1065132.61169487,0.00211836957787231,4830197.19229924,0.0247183179398652,3574776.16110759,0.0197520646350667,1065132.61170158,0.00211836957794327
138,0.826324324324323,1428,51.9891980416667,4828367.60506379,0.0247431217543308,3584212.17605697,0.0197814718318523,1064380.23240221,0.00212189891145656,4828367.60501749,0.0247431217541645,3584212.17613643,0.0197814718324852,1064380.23242808,0.00212189891148058
139,0.825837837837836,1432,50.7020496666667,4830896.05343414,0.0247673354644965,3587254.19814987,0.0198058617018736,1064680.73964801,0.00212343179120078,4830896.05321367,0.0247673354638022,3587254.19832573,0.0198058617029985,1064680.73963614,0.00212343179111291
140,0.82535135135135,1436,48.3944459583333,4832082.33639164,0.0247908312771937,3595940.97283425,0.0198337027522814,1064710.07150183,0.00212521495816194,4832082.33625524,0.0247908312764734,3595940.97298649,0.0198337027531237,1064710.07153078,0.00212521495817294
141,0.825108108108107,1438,50.2093975833333,4833010.18695614,0.0248126855777099,3600285.69281566,0.0198519992251566,1064784.59883836,0.00212752427875584,4833010.1870724,0.0248126855781476,3600285.69238397,0.0198519992230016,1064784.59887117,0.0021275242788951
142,0.824378378378377,1444,50.14371625,4833039.51325289,0.0248207897969595,3602995.82127584,0.0198604249276067,1064727.27065877,0.00212835017955718,4833039.51287404,0.0248207897952219,3602995.82142281,0.0198604249292142,1064727.27063518,0.00212835017937652
143,0.82389189189189,1448,50.7778954166667,4835715.60750071,0.0248615572442044,3609806.9896499,0.0199019268602466,1064959.63911193,0.00213178557233848,4835715.60738553,0.0248615572433575,3609806.98953811,0.0199019268598907,1064959.63912373,0.00213178557233064
144,0.823162162162161,1454,52.3554062083333,4835707.84659361,0.0248729341738139,3610380.56737017,0.0199224506372657,1064829.552916,0.00213217603638438,4835707.84645288,0.0248729341733234,3610380.56788893,0.0199224506402707,1064829.55292723,0.00213217603642904
145,0.822675675675674,1458,49.4003516666667,4837862.37359991,0.024908149299761,3622347.35648875,0.0199695477328711,1064985.98500416,0.00213399289438462,4837862.37385289,0.0249081493008747,3622347.35654752,0.0199695477336052,1064985.98498197,0.00213399289426154
146,0.821945945945945,1464,51.0422513333333,4838676.62576777,0.024923308639836,3627544.20699773,0.0199858106697034,1065051.00060451,0.00213527971288768,4838676.62584143,0.0249233086399606,3627544.2070204,0.0199858106708226,1065051.00060073,0.00213527971287368
147,0.821216216216215,1470,52.3976202916667,4839103.47391601,0.0249624702114575,3635890.86534714,0.0200351329271667,1064620.07962666,0.00213851220632516,4839103.4738311,0.0249624702110718,3635890.86534358,0.0200351329276148,1064620.07962115,0.00213851220630683
148,0.820486486486485,1476,49.1291023333333,4841203.98514545,0.0250054314371181,3647114.24976857,0.0200836004727527,1064837.15106,0.00214242942098517,4841203.98526827,0.0250054314375341,3647114.24976207,0.0200836004729291,1064837.15104781,0.0021424294210051
149,0.820243243243242,1478,49.6067168333333,4842653.07587042,0.0250276177309613,3652914.37416358,0.0201064099902996,1064990.9712721,0.00214422946590714,4842653.07568917,0.0250276177300105,3652914.3742534,0.0201064099911203,1064990.9713017,0.00214422946592021
150,0.819756756756755,1482,50.578538125,4842664.9041569,0.0250374904539885,3655902.86578187,0.020118325400403,1064941.16781574,0.00214520548793616,4842664.90388632,0.0250374904528545,3655902.86581616,0.0201183254016683,1064941.16780971,0.00214520548788535
151,0.819513513513512,1484,50.0330213333333,4845329.30659892,0.0250734764779299,3659953.85240092,0.0201486844761823,1065350.55020196,0.00214820675635768,4845329.30683203,0.0250734764794506,3659953.85222692,0.0201486844760209,1065350.5501589,0.00214820675611714
152,0.818783783783782,1490,51.383369875,4845535.46218544,0.0250847420757625,3662554.97263997,0.0201607037490684,1065342.81976643,0.0021493401519683,4845535.46256487,0.025084742077832,3662554.97252766,0.020160703748451,1065342.81978977,0.00214934015205766
153,0.818297297297296,1494,50.4582605,4847976.81411216,0.0251242452025805,3673998.18426799,0.020212383886327,1065476.09494762,0.00215195387890563,4847976.8140466,0.0251242452021116,3673998.1843188,0.0202123838866794,1065476.09492524,0.00215195387871294
154,0.818054054054053,1496,49.74978575,4848753.03321521,0.0251407379693443,3680175.04878607,0.0202331736042928,1065544.42725083,0.00215338663932092,4848753.03285267,0.0251407379672277,3680175.04885208,0.0202331736049793,1065544.42720664,0.00215338663911498
155,0.817324324324323,1502,49.9972967916667,4850012.57864052,0.0251611978421694,3681627.58949608,0.0202465322358323,1065766.50057952,0.00215564837061755,4850012.57843815,0.0251611978413506,3681627.58960602,0.0202465322369114,1065766.50057464,0.00215564837050427
156,0.816837837837836,1506,49.7061055416667,4852294.95295441,0.0251906193545074,3684745.53542815,0.0202733458756229,1066110.03310625,0.00215832615755119,4852294.9529146,0.0251906193542279,3684745.53575217,0.0202733458778287,1066110.03309786,0.00215832615759174
157,0.816594594594593,1508,51.7729069166667,4855950.51741496,0.0252317462328766,3688951.82936544,0.0203054220523115,1066689.68266002,0.00216160112342669,4855950.51790459,0.0252317462356377,3688951.82938481,0.0203054220521644,1066689.6826679,0.00216160112343128
158,0.815864864864863,1514,50.6848171666667,4856344.87250984,0.0252450012955085,3691543.29070992,0.0203190275855156,1066723.6440604,0.00216294511206316,4856344.87249604,0.0252450012953181,3691543.29083877,0.0203190275864085,1066723.64406959,0.00216294511212811
159,0.815378378378377,1518,50.8944532916667,4859391.46767309,0.025285517408898,3702895.4599512,0.0203727139900966,1066975.24010177,0.00216550496453426,4859391.46789465,0.0252855174101063,3702895.45995601,0.0203727139904656,1066975.24010699,0.00216550496457737
160,0.814648648648647,1524,49.814830125,4860164.43502499,0.0252990727030784,3708728.56469335,0.0203921997071639,1067052.47113256,0.00216657440664599,4860164.43533066,0.0252990727045152,3708728.56480236,0.0203921997073681,1067052.47110165,0.00216657440646462
161,0.814405405405404,1526,51.00816625,4863204.13789925,0.0253422321152275,3713392.85051679,0.020429353987231,1067547.96371209,0.00217087019927558,4863204.13781347,0.0253422321149052,3713392.85045944,0.0204293539880479,1067547.96371622,0.00217087019926178
162,0.813675675675674,1532,50.5037060833333,4864632.96769458,0.0253548263510779,3713548.87889645,0.0204361670157004,1067768.25202384,0.00217186522705186,4864632.96806054,0.0253548263530246,3713548.87907028,0.0204361670171835,1067768.25201923,0.00217186522701323
163,0.813432432432431,1534,50.3719724166667,4868802.03269362,0.0254036181074584,3721236.03857036,0.0204878732991124,1068524.26893836,0.00217543108426239,4868802.03253881,0.0254036181066313,3721236.03879753,0.0204878733007221,1068524.26893879,0.00217543108436131
164,0.813189189189188,1536,49.547115,4869998.73362906,0.0254123195020051,3721482.69788428,0.020496884415921,1068768.65558585,0.00217618854499663,4869998.73417063,0.0254123195048533,3721482.6982347,0.0204968844180575,1068768.6555715,0.00217618854497353
165,0.812702702702701,1540,49.9021027083333,4870598.53161989,0.0254225896644065,3722684.98639507,0.0205085665674222,1068896.34125269,0.0021768118641414,4870598.53164208,0.0254225896645449,3722684.98637527,0.0205085665671341,1068896.34125686,0.00217681186419894
166,0.811972972972972,1546,51.4211122083333,4875567.19398926,0.0254703785304251,3724209.27483878,0.0205407049869966,1069614.258976,0.0021806310891215,4875567.1938094,0.0254703785294767,3724209.27523099,0.020540704988822,1069614.25897144,0.00218063108915476
167,0.811243243243242,1552,50.7985201666667,4878823.02249873,0.0255068301839345,3727144.54934833,0.0205723980702653,1070118.40215503,0.0021837520268982,4878823.02238959,0.0255068301832856,3727144.54971201,0.020572398072133,1070118.40216429,0.00218375202703484
168,0.810756756756755,1556,50.1277030416667,4879535.03021569,0.0255323206240816,3741547.17095085,0.020625177968116,1070085.5046176,0.00218550979727158,4879535.03046878,0.0255323206255206,3741547.17104739,0.0206251779679783,1070085.50461269,0.0021855097971245
169,0.810027027027026,1562,50.6297764166667,4880477.36147286,0.0255474548014608,3747476.72649005,0.0206466828879407,1070201.50168305,0.0021867596269997,4880477.36088516,0.0255474547985069,3747476.7262716,0.020646682887338,1070201.50170435,0.00218675962707671
170,0.809540540540539,1566,51.9150495833333,4884754.52359548,0.0256035352799495,3752496.41288466,0.0206882475746174,1070889.2128672,0.0021920593953038,4884754.52362058,0.0256035352803918,3752496.41291465,0.0206882475753963,1070889.21283009,0.00219205939507156
171,0.808324324324323,1576,51.7557469166667,4887245.59946715,0.0256365261801773,3759084.80912369,0.020724667418421,1071222.32273037,0.00219422598861998,4887245.59974323,0.0256365261816496,3759084.80877583,0.0207246674173968,1071222.32277462,0.00219422598882019
172,0.807837837837836,1580,48.4690502916667,4894902.78604372,0.0257173811043659,3773433.21834246,0.0208156591365906,1072235.95758161,0.00220011809236631,4894902.78547086,0.0257173811013338,3773433.21813299,0.0208156591357113,1072235.95759462,0.00220011809243608
173,0.807108108108107,1586,51.005855875,4896769.63907344,0.0257391546384364,3776697.49827966,0.0208366941397238,1072474.54172696,0.00220168467924047,4896769.63899732,0.0257391546384192,3776697.49857508,0.0208366941416353,1072474.54171986,0.00220168467912026
174,0.806864864864863,1588,51.38652875,4898416.82365542,0.0257686583989381,3784698.80053026,0.0208727760004012,1072699.90970306,0.00220438536001211,4898416.82356606,0.025768658398246,3784698.80059598,0.0208727760008129,1072699.9097259,0.002204385360026
175,0.80589189189189,1596,49.5024132916667,4898471.12540974,0.0257788510498294,3787367.59857958,0.0208871835829945,1072678.86733045,0.00220538387205978,4898471.12517222,0.0257788510488503,3787367.59848324,0.0208871835825738,1072678.86734772,0.00220538387215904
176,0.805648648648647,1598,51.314412875,4907224.38573997,0.0258699057332016,3797293.90927708,0.0209672485493746,1074196.84370294,0.00221239446115357,4907224.3856078,0.0258699057326464,3797293.90915691,0.0209672485496004,1074196.84370004,0.00221239446105386
177,0.805162162162161,1602,49.450445125,4908133.84371517,0.0258830393332855,3798415.49585828,0.0209769006016379,1074342.29268377,0.00221364520189245,4908133.84366673,0.025883039332939,3798415.49563523,0.0209769006008241,1074342.29270003,0.00221364520196254
178,0.804918918918917,1604,49.107730625,4910257.07179358,0.0259041698673593,3799911.65608058,0.0210008623996816,1074794.13279247,0.00221525546591384,4910257.07209166,0.0259041698689276,3799911.6560325,0.0210008624003926,1074794.13280219,0.00221525546592667
179,0.804675675675674,1606,50.8717490833333,4912745.86528355,0.0259230543082222,3800669.51601263,0.0210183719040244,1075055.0203687,0.0022160567418663,4912745.86503761,0.0259230543069944,3800669.51632434,0.0210183719054902,1075055.02036657,0.00221605674194162
180,0.804432432432431,1608,50.80220975,4914881.87606715,0.0259391729414793,3801220.9715869,0.0210276799803047,1075355.49360253,0.00221701943020498,4914881.87577807,0.0259391729403334,3801220.97171031,0.0210276799807668,1075355.49360424,0.0022170194301753
181,0.802243243243242,1626,50.38281025,4915817.03457514,0.025947077342145,3801193.11649807,0.021038241234236,1075513.7811543,0.00221760850078939,4915817.03402866,0.0259470773395534,3801193.11640375,0.0210382412337009,1075513.78115279,0.00221760850074775
182,0.801756756756755,1630,50.8525697083333,4930974.41135943,0.0261161842027921,3834099.48637677,0.0211944147887125,1076668.25620136,0.00222903690623968,4930974.411329,0.0261161842027049,3834099.48650434,0.0211944147895591,1076668.25621344,0.00222903690622274
183,0.801513513513512,1632,52.9335845833333,4931467.68836545,0.0261273147370637,3840813.66850479,0.0212201115294197,1076694.02050974,0.00222983032878659,4931467.6881501,0.0261273147358912,3840813.66859431,0.0212201115297924,1076694.02051224,0.00222983032877648
184,0.801027027027026,1636,50.450486125,4931321.03894594,0.0261342338039606,3843563.44742149,0.021233835541996,1076633.13198109,0.00223044369681056,4931321.03872208,0.0261342338029318,3843563.44734102,0.0212338355422323,1076633.13196926,0.00223044369670267
185,0.800540540540539,1640,50.1022024166667,4932344.3238001,0.0261510701100544,3849966.36314955,0.0212600597939348,1076762.46093394,0.00223184532249363,4932344.32421231,0.0261510701123489,3849966.3628166,0.021260059792347,1076762.46093702,0.00223184532245596
186,0.800054054054052,1644,50.2214900833333,4933224.72307629,0.0261764602312876,3852761.14876312,0.0212853784826869,1076946.77351312,0.00223423278950921,4933224.72344313,0.026176460232884,3852761.14868264,0.0212853784832248,1076946.77354934,0.00223423278969787
187,0.799324324324323,1650,48.572128375,4931269.89040599,0.0262094699325216,3857542.06161423,0.0213134627195075,1076587.3587262,0.00223673403438803,4931269.89014284,0.026209469930933,3857542.06133786,0.0213134627183044,1076587.35870812,0.0022367340342567
188,0.798594594594593,1656,53.5793569583333,4938421.48645184,0.0262821433924311,3861134.97067524,0.0213680997068401,1077622.36078165,0.00224191330709149,4938421.48646506,0.0262821433927381,3861134.97084806,0.0213680997077869,1077622.36077795,0.00224191330704088
189,0.798108108108107,1660,49.3578109583333,4942555.83548084,0.0263256166401909,3863576.42207189,0.0214042107961589,1078221.4757937,0.0022452613961237,4942555.83514201,0.0263256166382294,3863576.42172978,0.0214042107945333,1078221.47581305,0.00224526139617675
190,0.79762162162162,1664,50.8114585833333,4945138.01830324,0.0263603734564406,3867477.92115196,0.0214434678579226,1078778.35164114,0.00224836723956219,4945138.01830618,0.026360373456424,3867477.92146956,0.0214434678604132,1078778.35163153,0.00224836723947102
191,0.794945945945944,1686,50.98625625,4947195.47501635,0.0263816752380602,3868745.71262665,0.0214689487170907,1079209.9516782,0.00224999189299963,4947195.47517331,0.0263816752388164,3868745.71251233,0.0214689487170521,1079209.95168333,0.0022499918930315
192,0.793243243243242,1700,50.815727625,4949047.22118871,0.0266706216404245,3882167.44233412,0.0216692462969139,1084856.26025574,0.00228347427875104,4949047.22103151,0.0266706216394079,3882167.4422339,0.0216692462965219,1084856.26024245,0.00228347427857792
193,0.792756756756755,1704,49.3957097083333,4967147.74146087,0.0267682089053372,3882913.6432551,0.0217608574402776,1092437.87911049,0.00229837092052641,4967147.74140245,0.0267682089047736,3882913.64325367,0.0217608574407278,1092437.87907665,0.00229837092038692
194,0.792513513513512,1706,51.24689475,4975919.84141006,0.0267827423520188,3881096.39688519,0.0217804170234821,1096263.65709878,0.0023037645574146,4975919.84108532,0.0267827423503152,3881096.39675944,0.0217804170233144,1096263.65711626,0.00230376455758346
195,0.791783783783782,1712,48.425093875,4975705.22092078,0.0267883204826837,3880256.74045428,0.0217903473204947,1096532.66613496,0.00230509254822511,4975705.22136616,0.026788320484934,3880256.74076044,0.0217903473224382,1096532.66608673,0.00230509254788348
196,0.791297297297296,1716,49.9288675833333,4988254.61690417,0.0268232270034504,3879598.63878997,0.021822966877146,1101126.01772089,0.00231233145964566,4988254.61692379,0.0268232270036129,3879598.63892575,0.0218229668776775,1101126.01775519,0.00231233145971868
197,0.790567567567566,1722,51.5219720833333,4988281.25413055,0.0268369344831987,3878925.52652335,0.0218462641516751,1101308.6009165,0.00231421299060926,4988281.25467823,0.0268369344859546,3878925.52637985,0.0218462641514843,1101308.60091817,0.00231421299048763
198,0.79008108108108,1726,52.5781663333333,4988537.89305765,0.0268875167737593,3881698.63631767,0.0218875232741497,1101417.60405778,0.00231943440010738,4988537.89315494,0.0268875167739113,3881698.63637551,0.0218875232747523,1101417.60403285,0.00231943439996255
199,0.78862162162162,1738,50.0604317916667,4988693.24097024,0.0269196797119375,3884292.91457505,0.0219102742215102,1101725.88591821,0.0023236989981473,4988693.24113789,0.0269196797129686,3884292.91505162,0.0219102742241296,1101725.88588458,0.00232369899791661
200,0.788378378378377,1740,50.062608375,5001859.27539856,0.0269862680305785,3900417.19538754,0.02202346459593,1106157.68863905,0.002338345051635,5001859.27515064,0.0269862680290916,3900417.19517854,0.0220234645952607,1106157.68867247,0.00233834505176509
