iteration,volumeFraction,nErased,iterationTimeSec,maxStress_min_bending,maxDisplacement_min_bending,maxStress_min_torsion,maxDisplacement_min_torsion,maxStress_min_shear,maxDisplacement_min_shear,maxStress_max_bending,maxDisplacement_max_bending,maxStress_max_torsion,maxDisplacement_max_torsion,maxStress_max_shear,maxDisplacement_max_shear
25,0.931162162162162,566,57.0160956666667,3752554.30037502,0.0198067170987336,2832682.5284834,0.0154828263253355,746980.894566605,0.00148105129683977,3752554.30014133,0.019806717097609,2832682.52852991,0.0154828263259317,746980.894577316,0.00148105129691015
26,0.928972972972973,584,55.484771375,3752016.72077389,0.019823949915509,2834244.14341871,0.0154960205494827,746948.089437889,0.00148244008757812,3752016.72074962,0.0198239499153172,2834244.14329254,0.0154960205492404,746948.089444953,0.00148244008760281
27,0.928729729729729,586,53.0800287916667,3769709.731417,0.0199253245940844,2840088.36749031,0.0155683973473337,754995.448314118,0.00149771253602775,3769709.73172311,0.0199253245956959,2840088.36735601,0.0155683973465704,754995.448324174,0.0014977125360442
28,0.927999999999999,592,52.8411525833333,3769619.06198332,0.0199279621710076,2840109.42849189,0.015571811408218,754948.109226267,0.0014980319542673,3769619.062326,0.0199279621727717,2840109.428365,0.0155718114076198,754948.109221363,0.00149803195425452
29,0.92727027027027,598,53.066630625,3769179.14944906,0.0199509278973361,2843792.76862434,0.0155906622173571,755267.289046702,0.00150097581104443,3769179.14907942,0.0199509278955006,2843792.76862454,0.0155906622172507,755267.28905467,0.00150097581109392
30,0.92581081081081,610,54.0500249583333,3767125.49120651,0.0199862452103708,2847556.94861993,0.0156068686790371,754880.367805259,0.00150311581278441,3767125.49133605,0.0199862452112995,2847556.94854927,0.0156068686790147,754880.367820458,0.00150311581287924
31,0.925324324324324,614,55.2410861666667,3776491.79288732,0.0200741007265882,2858163.52113564,0.015662279716625,757004.915729083,0.00150896461799171,3776491.79285844,0.0200741007264023,2858163.52114296,0.0156622797168865,757004.915741356,0.00150896461803018
32,0.924351351351351,622,54.4734289166667,3782943.46815475,0.0200932180107716,2864920.8298683,0.0156729805380729,757723.521448203,0.00151032776948985,3782943.46799975,0.0200932180099285,2864920.82967928,0.0156729805371421,757723.521461828,0.00151032776944886
33,0.923864864864864,626,53.8391958333333,3791115.09931609,0.0201390063274599,2879959.66584017,0.015705373031173,757849.095976549,0.00151326986749979,3791115.09906452,0.0201390063261393,2879959.66570395,0.0157053730306491,757849.095974441,0.00151326986749931
34,0.923378378378378,630,52.6834224583333,3790713.77645109,0.0201530400861249,2882729.86735134,0.0157154764987879,757523.565861007,0.00151468656754118,3790713.77638452,0.0201530400858066,2882729.86760209,0.0157154764998941,757523.565875589,0.00151468656756769
35,0.920459459459459,654,51.5910134583333,3790802.26537733,0.0201893299784437,2884391.86204661,0.0157312479738855,757187.464643543,0.00151575954233148,3790802.26555591,0.0201893299794557,2884391.86198316,0.0157312479736234,757187.464641742,0.00151575954230191
36,0.919972972972972,658,51.0495024166667,3845331.12649621,0.0203416041981572,2918579.54321198,0.0158334006283126,770310.465651282,0.00153285279247233,3845331.12619539,0.02034160419661,2918579.54316729,0.0158334006281113,770310.465655634,0.00153285279249052
37,0.918027027027026,674,50.5196226666667,3854558.22533101,0.0203587337791226,2931963.60702054,0.0158484086973756,770803.411967212,0.00153334456068484,3854558.22570948,0.0203587337810267,2931963.60698986,0.0158484086978177,770803.411986196,0.00153334456076795
38,0.91754054054054,678,50.976855,3866726.17893307,0.0204465184169373,2952657.22344022,0.0159103046247661,773175.409139004,0.00154660263991261,3866726.17873956,0.0204465184158742,2952657.22352217,0.0159103046253926,773175.409152558,0.0015466026399306
39,0.916324324324324,688,48.6910405,3868163.95057924,0.0204531542903366,2953051.87036234,0.0159209905040283,773777.339074361,0.00154860299130052,3868163.9506707,0.0204531542905385,2953051.8705427,0.0159209905050906,773777.339071837,0.00154860299124419
40,0.915594594594594,694,53.5037495416667,3862597.78282095,0.020498465553411,2959827.85678362,0.0159648606687908,772680.583434194,0.00155655785542041,3862597.78317557,0.020498465555412,2959827.85695395,0.0159648606693379,772680.583438129,0.00155655785543373
41,0.912675675675675,718,55.141586125,3867476.34105275,0.0205296323353972,2963470.92981397,0.0159850671693318,773286.026123143,0.00155901250544005,3867476.34068975,0.0205296323334828,2963470.92979023,0.015985067169513,773286.026138805,0.00155901250551212
42,0.911459459459459,728,53.6951077083333,3872180.81427821,0.0207136894745057,2970134.04159065,0.0160925422053682,778898.144951987,0.00157925503781553,3872180.81445986,0.0207136894752781,2970134.04152341,0.0160925422055123,778898.1449655,0.00157925503788131
43,0.910729729729729,734,48.7793369583333,3882654.76609022,0.020754237581609,2978363.115641,0.01612190612762,781380.75960451,0.00158555443807005,3882654.76637467,0.0207542375828609,2978363.11567065,0.0161219061278856,781380.759617867,0.00158555443812684
44,0.910486486486486,736,52.207103875,3897472.87938697,0.0207746722714449,2987393.93171447,0.0161427359081182,785093.911152156,0.00158969346407049,3897472.87925376,0.0207746722708839,2987393.93182962,0.0161427359090456,785093.911145775,0.00158969346404519
45,0.909027027027026,748,51.8241142083333,3897639.05415183,0.0207784771897806,2987540.68593312,0.0161472284520261,785159.955403469,0.00159053231641418,3897639.0540621,0.0207784771893104,2987540.68590062,0.0161472284520988,785159.955419349,0.00159053231650443
46,0.908783783783783,750,50.6978314583333,3910837.00738233,0.0208756647427968,3009264.76972381,0.0162064691216646,786298.977466378,0.00159748246129449,3910837.00715044,0.0208756647415949,3009264.76958423,0.0162064691216223,786298.977469616,0.00159748246131142
47,0.908297297297296,754,48.4987402083333,3910765.39482083,0.0208817385683656,3009873.42972192,0.0162133759969241,786335.591928876,0.00159789881863557,3910765.39473362,0.0208817385679314,3009873.42990879,0.0162133759980471,786335.59194363,0.00159789881864678
48,0.906351351351351,770,50.89436325,3921217.9298668,0.0208976451459032,3020348.32163149,0.0162319447240774,787864.039156833,0.00159944339210086,3921217.92987287,0.0208976451459121,3020348.32180856,0.0162319447248522,787864.039159554,0.00159944339206001
49,0.905378378378378,778,49.184596625,3976563.6130983,0.0210345384282107,3071927.42093336,0.0163151414592589,821165.543424056,0.0016175944383672,3976563.61308545,0.0210345384283604,3071927.42100682,0.0163151414598259,821165.543441759,0.00161759443847113
50,0.904648648648648,784,50.6640664166667,3956912.56467372,0.0210608525609263,3023154.83458997,0.0163410102630166,828503.260210422,0.00162436389712537,3956912.56438592,0.0210608525594464,3023154.8346455,0.0163410102629899,828503.260220987,0.00162436389720779
51,0.903675675675675,792,48.0045202083333,4120243.11895456,0.0210876387794415,2972255.25225556,0.0163600521039779,862039.875663649,0.00162983226682079,4120243.11894584,0.0210876387794646,2972255.25225872,0.0163600521044508,862039.875682791,0.00162983226694845
52,0.903432432432432,794,51.2432570833333,4110781.45805093,0.0211354099669348,2942345.92627911,0.0163916903647622,860959.79137463,0.00163784959972501,4110781.45802804,0.0211354099667745,2942345.92642809,0.0163916903659876,860959.791400285,0.00163784959983327
53,0.901972972972972,806,50.2941365416667,4111947.25671538,0.0211392989839447,2942525.97581968,0.0163993861392601,861449.368921515,0.00163944048344825,4111947.25680009,0.0211392989842986,2942525.97591187,0.0163993861403046,861449.368944925,0.0016394404835712
54,0.901243243243242,812,51.9130098333333,4059082.2734809,0.0212023485991596,2926823.67826027,0.0164575325952015,850253.827640495,0.00164863673324213,4059082.27385624,0.0212023486010187,2926823.67866308,0.0164575325969189,850253.827614463,0.00164863673317476
55,0.900513513513513,818,52.0801162916667,4060315.82706869,0.0212168829004143,2927670.22002248,0.0164772065255835,850730.475588303,0.00165117396458372,4060315.82694588,0.0212168828996077,2927670.22005543,0.0164772065257858,850730.475614582,0.00165117396468202
56,0.899783783783783,824,48.0226685,4068128.26655573,0.0212787378571542,2942424.9109455,0.0165093748189361,851443.447049419,0.00165936036718798,4068128.26656698,0.0212787378572206,2942424.91104845,0.0165093748192677,851443.447033875,0.0016593603671328
57,0.89881081081081,832,49.5944913333333,4068370.10920805,0.0213117852957618,2944740.68600235,0.0165267502983116,851482.370644473,0.00166209215734438,4068370.10915028,0.0213117852954671,2944740.68595841,0.0165267502983524,851482.370649391,0.00166209215736273
58,0.89808108108108,838,53.1019908333333,4085418.71175699,0.0213675842637226,2950113.12143086,0.0165639788647511,856367.596808393,0.00167235029557436,4085418.71194211,0.0213675842647505,2950113.12159681,0.016563978865225,856367.596794027,0.00167235029552038
59,0.896378378378378,852,53.003804625,4098801.33695218,0.0213943722393155,2952683.88477187,0.0165869542480836,861239.021821854,0.00167893421343111,4098801.33667281,0.0213943722377527,2952683.88460143,0.0165869542473344,861239.021819357,0.00167893421343671
60,0.896135135135134,854,50.8193407083333,4097031.79487285,0.0214740009883205,2962686.33343579,0.0166608012160491,862481.869224637,0.00169071657433437,4097031.79472682,0.0214740009875097,2962686.33331846,0.0166608012160476,862481.869237783,0.00169071657439242
61,0.895648648648648,858,47.8591385,4097239.33251815,0.0214812075240451,2963330.01986552,0.0166682092561892,862548.525055864,0.00169115408901525,4097239.33303544,0.0214812075266548,2963330.01977564,0.0166682092561301,862548.525070281,0.00169115408905712
62,0.894675675675675,866,51.710577125,4095011.25329719,0.0215017018124806,2965237.59313382,0.0166842394291433,862133.689719568,0.00169291912678382,4095011.25351742,0.0215017018136226,2965237.59282108,0.0166842394279942,862133.689739713,0.00169291912682796
63,0.893945945945945,872,49.8457009583333,4100029.29963812,0.0215596363789462,2968764.36161572,0.0167264703477043,864328.11096469,0.00170189881502483,4100029.29957729,0.0215596363785661,2968764.36146675,0.0167264703472203,864328.110968118,0.00170189881506919
64,0.892972972972972,880,51.142578625,4098284.16264239,0.0215959732499018,2971444.56602527,0.0167507955180249,864032.150502327,0.00170517872838463,4098284.16296097,0.0215959732515505,2971444.56597742,0.016750795518408,864032.150505592,0.0017051787283485
65,0.892243243243242,886,49.7428345,4072942.74705334,0.0216568426258124,2963680.08219172,0.0167891752345851,860938.338017365,0.00171669326993544,4072942.74728282,0.021656842626947,2963680.08254897,0.0167891752365333,860938.338024928,0.00171669326999753
66,0.891756756756756,890,50.825641125,4084499.34355097,0.0216827974588125,2967193.57732061,0.01681007493342,865310.192765997,0.00172331234980396,4084499.34333165,0.0216827974575839,2967193.57730745,0.0168100749336652,865310.192762737,0.0017233123497987
67,0.891270270270269,894,52.2480920416667,4082816.24197289,0.0217251211872395,2968815.03090261,0.0168321679874038,865102.993518696,0.00172753694308471,4082816.24172846,0.0217251211857536,2968815.03094246,0.0168321679881741,865102.993524616,0.00172753694311126
68,0.88981081081081,906,52.8533605833333,4082007.67024351,0.0217581025524501,2971045.91725893,0.01686278549724,865127.90235917,0.00173043530855915,4082007.67042492,0.0217581025532519,2971045.91735363,0.0168627854982163,865127.902352623,0.00173043530852909
69,0.88908108108108,912,49.527209,4081557.25237877,0.0218392486855414,2976613.64342183,0.0169205224730331,865724.322090479,0.00173785649274387,4081557.25231096,0.021839248685204,2976613.64344848,0.0169205224735636,865724.32210277,0.00173785649275262
70,0.887378378378378,926,54.2856232916667,4078270.11862425,0.0218902265482556,2980655.44748392,0.0169453568053021,865245.343218277,0.00174085984013848,4078270.11829486,0.021890226546439,2980655.44755452,0.0169453568058089,865245.343221616,0.00174085984013323
71,0.886891891891891,930,51.2528105833333,4089054.58179933,0.0220118555443029,2987985.80310456,0.0170222581890009,869554.625414914,0.00175336826234724,4089054.58186805,0.022011855544618,2987985.80328918,0.0170222581900041,869554.62543314,0.00175336826244438
72,0.886405405405405,934,52.2627201666667,4089526.97110102,0.022020009257377,2988185.47159588,0.0170384683321774,869740.493891784,0.00175555057408896,4089526.97127136,0.0220200092583822,2988185.47163086,0.0170384683325205,869740.493871182,0.00175555057397256
73,0.885918918918918,938,51.3467477916667,4096694.45108873,0.0220419079287565,2989030.78514367,0.0170626421997589,872507.837826502,0.00176349453184176,4096694.45089186,0.0220419079278276,2989030.78528319,0.0170626422008082,872507.837838153,0.00176349453185178
74,0.885432432432432,942,51.99096375,4097622.09267528,0.0220513861825274,2989167.9429743,0.0170790183879326,872894.10504067,0.00176620266189647,4097622.09275473,0.0220513861826283,2989167.94292632,0.0170790183881146,872894.105053202,0.00176620266190364
75,0.884702702702702,948,49.060296,4106644.96777206,0.0220709245562146,2990494.88054139,0.0170952879310571,876347.374249425,0.00177298181492371,4106644.96769758,0.0220709245558845,2990494.88068671,0.0170952879323316,876347.374236987,0.00177298181481243
76,0.884216216216215,952,50.5589467916667,4115931.3142278,0.0221462121113093,2995567.83549197,0.0171252529791759,879872.235321581,0.00178275508954925,4115931.31401079,0.0221462121100932,2995567.83559209,0.0171252529799416,879872.235335672,0.00178275508959355
77,0.876432432432431,1016,50.5754516666667,4116746.35343051,0.0221810518964836,2998125.77578605,0.0171395046524984,879971.533063209,0.00178517082383174,4116746.35345031,0.0221810518964532,2998125.7759316,0.0171395046532469,879971.533064817,0.00178517082381796
78,0.875459459459458,1024,53.0604505416667,4330738.41127207,0.0225291036598436,3178766.23449117,0.0175120474135896,938441.099717897,0.00182382916014502,4330738.4115497,0.0225291036610598,3178766.23419996,0.0175120474125279,938441.099711728,0.00182382916003513
79,0.875216216216215,1026,53.367562375,4334745.52670755,0.0225403802007635,3177434.97907168,0.0175370439702834,940815.895710178,0.00182729092916612,4334745.52679161,0.0225403802009776,3177434.9791778,0.0175370439714952,940815.895700948,0.00182729092908881
80,0.874729729729729,1030,54.4723669166667,4335053.11548317,0.0225417201074543,3177285.10181236,0.0175417188809547,941067.68800016,0.00182780435522224,4335053.11542354,0.0225417201071201,3177285.10189215,0.0175417188813509,941067.68800109,0.0018278043552053
81,0.873999999999999,1036,51.153296375,4336421.96395142,0.0225458043192458,3177232.28529802,0.0175514844236487,941766.289943368,0.00182879971206665,4336421.96396246,0.0225458043193044,3177232.28539705,0.0175514844243965,941766.28996867,0.00182879971211004
82,0.87254054054054,1048,51.8869982083333,4337105.22243856,0.0225608109077177,3180470.28768097,0.0175714404525401,941815.054316674,0.00183078941532332,4337105.22234937,0.0225608109073689,3180470.28754498,0.0175714404521926,941815.054299876,0.00183078941524789
83,0.872297297297296,1050,54.1506781666667,4351137.38400709,0.0226023659259029,3182987.19401852,0.0176304175226644,946986.681440226,0.00183675640343019,4351137.38451079,0.0226023659283446,3182987.19412769,0.0176304175233102,946986.681468487,0.00183675640357223
84,0.87181081081081,1054,51.84064275,4352304.07656032,0.0226051315731402,3182746.65035592,0.0176340219684423,947523.840979883,0.00183739374059641,4352304.07670055,0.0226051315736433,3182746.65032241,0.0176340219682599,947523.840991424,0.00183739374061724
85,0.870837837837837,1062,50.018015625,4354025.27649949,0.022609730242944,3182576.41645184,0.0176437820743515,948374.165147283,0.0018386050240949,4354025.27681443,0.022609730244291,3182576.41662211,0.0176437820754811,948374.165158911,0.00183860502413586
86,0.868891891891891,1078,49.2258826666667,4361898.40184078,0.0226333562444179,3182369.16132248,0.0176701919047069,951567.607323182,0.001842136849102,4361898.40164084,0.0226333562434175,3182369.16124729,0.0176701919047678,951567.607339824,0.00184213684918865
87,0.868405405405404,1082,50.6583457916667,4385163.74699211,0.0227059060190985,3194551.65437904,0.0177476037040694,958600.51868579,0.00185335416198573,4385163.74731125,0.0227059060206829,3194551.65448519,0.0177476037044194,958600.518684819,0.00185335416196033
88,0.867189189189188,1092,49.8770263333333,4390599.29686641,0.0227179430211502,3192595.28756131,0.0177627022505051,961243.215944895,0.00185749376102866,4390599.29726162,0.0227179430229889,3192595.28780168,0.0177627022520924,961243.215942302,0.00185749376101136
89,0.866216216216215,1100,53.0784146666667,4398608.13034846,0.0227472247833588,3191568.29140643,0.0178071909910357,964357.693537787,0.00186417060759319,4398608.13025825,0.0227472247827372,3191568.29146426,0.0178071909915225,964357.693560935,0.00186417060771334
90,0.864756756756756,1112,51.42248075,4402364.14384124,0.022772144134062,3192136.90786024,0.0178511529038639,966290.150597857,0.00187069162454221,4402364.1437583,0.0227721441337011,3192136.9078077,0.0178511529038003,966290.150604563,0.00187069162453251
91,0.863783783783783,1120,52.3060609166667,4428572.93589985,0.0228547695659443,3223992.44673777,0.0179253493977724,970573.300701243,0.00188311468731726,4428572.93589497,0.022854769565771,3223992.44700416,0.017925349399593,970573.300723856,0.00188311468738973
92,0.863297297297296,1124,53.4750556666667,4447423.93953453,0.0228958154862648,3233550.0929906,0.0179584416284107,975373.107550136,0.00189208675408898,4447423.93952171,0.0228958154861872,3233550.09300538,0.017958441629143,975373.107572752,0.00189208675420101
93,0.862324324324323,1132,52.9941325,4460371.28210419,0.0229188792615457,3252209.59988028,0.0179853902881021,976563.041880582,0.00189379694892691,4460371.28220014,0.0229188792619559,3252209.59987431,0.0179853902882069,976563.041851719,0.00189379694879396
94,0.860621621621621,1146,50.0267332083333,4491766.79714304,0.0229719135310308,3264577.06283545,0.0180221205542265,985821.246508817,0.00190232631975686,4491766.79682856,0.0229719135294126,3264577.0628759,0.018022120555072,985821.246518519,0.00190232631973075
95,0.860378378378377,1148,50.561739625,4510860.28912874,0.0230182026069131,3265202.68990722,0.0180984445408493,993975.198555272,0.00191234281697046,4510860.28898803,0.0230182026060659,3265202.69000596,0.0180984445416235,993975.198553575,0.00191234281696308
96,0.859891891891891,1152,49.0196804166667,4511498.72108352,0.023020217460491,3265089.66816935,0.0181047351345776,994385.284400977,0.00191311813686085,4511498.72124934,0.0230202174610289,3265089.66818098,0.0181047351347019,994385.284367487,0.00191311813665917
97,0.859162162162161,1158,52.0281424583333,4513782.47867371,0.023025730664477,3264994.90156055,0.0181162434692513,995437.564027952,0.00191464404652731,4513782.47933193,0.023025730667494,3264994.90177877,0.0181162434709931,995437.564034821,0.00191464404656835
98,0.858918918918918,1160,49.2506522916667,4516627.65712209,0.0230383532085665,3266887.10404339,0.0181531359817613,996697.640927834,0.00191647575315781,4516627.65732966,0.0230383532095296,3266887.10421351,0.0181531359825626,996697.640914881,0.00191647575307689
99,0.858432432432431,1164,50.006964375,4516723.96087745,0.0230399300656567,3267396.73073186,0.0181644672178346,996811.546148411,0.00191690415355629,4516723.96081157,0.0230399300653463,3267396.73081692,0.0181644672183428,996811.546163654,0.00191690415359771
100,0.857459459459458,1172,53.00093775,4517129.02632005,0.0230456041600687,3268876.47373469,0.0181907393680232,997015.190757384,0.00191714960598912,4517129.0259715,0.0230456041583964,3268876.47388778,0.0181907393689131,997015.190762082,0.00191714960598007
101,0.855756756756755,1186,51.2059506666667,4519730.01761337,0.0230678394186334,3270711.18492024,0.0182419702636237,998273.695247431,0.00192153512328277,4519730.01775184,0.0230678394196351,3270711.18503594,0.0182419702641402,998273.695256245,0.00192153512331772
102,0.855270270270269,1190,53.327493125,4545442.49856173,0.0231282090511471,3273748.79405634,0.0183278003726234,1007821.28075226,0.00193995268084361,4545442.49830258,0.0231282090499795,3273748.79400373,0.0183278003726824,1007821.28075453,0.00193995268088717
103,0.855027027027026,1192,50.8652737916667,4547345.3612208,0.0231362606070208,3273357.07693728,0.0183444020912051,1008458.15914075,0.00194277356526569,4547345.36116047,0.0231362606065927,3273357.07720974,0.0183444020925058,1008458.15916104,0.00194277356536533
104,0.854540540540539,1196,55.3019252083333,4546777.43020721,0.0231415823950368,3273408.14287778,0.0183528035055357,1008294.67521162,0.00194359222191915,4546777.43034303,0.0231415823957886,3273408.14284667,0.0183528035058786,1008294.6752321,0.001943592221985
105,0.85381081081081,1202,53.893431375,4550590.39107724,0.0231589971875431,3273373.84194992,0.0183762813536125,1009735.10411271,0.00194959714817122,4550590.39076463,0.0231589971860819,3273373.84205989,0.0183762813544358,1009735.10411001,0.00194959714807259
106,0.851864864864864,1218,52.01800475,4561722.81568926,0.0231846237713345,3274898.65868887,0.0183989374699542,1013984.82540249,0.00195917146462757,4561722.81583284,0.0231846237721281,3274898.65872981,0.018398937470517,1013984.82540322,0.00195917146457407
107,0.851135135135134,1224,51.189446,4583394.20132112,0.0233293141637074,3286742.52014382,0.0185014768768667,1020702.76597487,0.0019736773976603,4583394.20102545,0.0233293141622887,3286742.52028278,0.0185014768779854,1020702.76598223,0.00197367739769434
108,0.850648648648648,1228,51.812131375,4589425.16608877,0.023388597690697,3296150.39504637,0.0185248296111084,1021211.61873666,0.00197729013927555,4589425.16604329,0.0233885976905159,3296150.39476469,0.018524829610157,1021211.61873837,0.00197729013930713
109,0.850405405405404,1230,49.9529274583333,4596787.9549993,0.023419258882853,3306847.93610352,0.0185519176332937,1021533.08824794,0.00197843301921829,4596787.95487643,0.0234192588825066,3306847.93591038,0.0185519176322587,1021533.08826004,0.00197843301923847
110,0.850162162162161,1232,51.0569904583333,4597013.45467094,0.0234303223689452,3310550.53308492,0.0185574677355871,1021153.62694985,0.00197970312093793,4597013.45474916,0.0234303223693769,3310550.53306247,0.0185574677353774,1021153.62693414,0.00197970312097699
111,0.849432432432431,1238,50.9585775,4608737.41959296,0.0234447577882094,3328799.16007851,0.0185766876559704,1022044.52320594,0.00197953363307897,4608737.41971795,0.0234447577887899,3328799.16006318,0.0185766876556448,1022044.52319493,0.00197953363294386
112,0.849189189189188,1240,50.725623,4617242.41456837,0.0234723521346141,3340071.1318381,0.0186217428214782,1023269.56463842,0.00198166916083197,4617242.41506112,0.0234723521370885,3340071.13184651,0.0186217428216516,1023269.56463211,0.00198166916078354
113,0.845783783783783,1268,51.9257555,4617466.8548515,0.0234755681191278,3340617.12689154,0.0186327180816416,1023366.52924846,0.00198173661087355,4617466.8549455,0.0234755681192697,3340617.12672486,0.0186327180806935,1023366.52924333,0.00198173661077288
114,0.845054054054053,1274,50.344359,4674105.26576568,0.0236970957354477,3389799.40709387,0.0188525593817363,1037096.42352278,0.00201128844024087,4674105.2660391,0.0236970957369209,3389799.40707636,0.0188525593819457,1037096.42353996,0.00201128844032332
