origin,continuousCount,binaryCount,continuousFraction,binaryFraction,meanConfidence
mixed,5520,6492,0.0533952408589669,0.0585328909405655,0.0547026167234379
helixPlus,34296,36408,0.331746952988973,0.328260242354299,0.866993439068129
helixMinus,34272,36164,0.331514799767847,0.326060300057703,0.865377916539014
axial,14616,16152,0.141381311665699,0.145628967109059,0.898021340542106
bending,840,1356,0.00812536273940801,0.0122259088286209,0.806902096887849
ring,0,0,0,0,NaN
jointRing,13836,14340,0.133836331979106,0.129291690709752,0.805488701298582
