iteration,volumeFraction,change,iterationTimeSec,S_min_bending_c01,gStress_min_bending_c01,maxStress_min_bending_c01,S_min_bending_c02,gStress_min_bending_c02,maxStress_min_bending_c02,S_min_bending_c03,gStress_min_bending_c03,maxStress_min_bending_c03,S_min_torsion_c01,gStress_min_torsion_c01,maxStress_min_torsion_c01,S_min_torsion_c02,gStress_min_torsion_c02,maxStress_min_torsion_c02,S_min_torsion_c03,gStress_min_torsion_c03,maxStress_min_torsion_c03,S_min_shear_c01,gStress_min_shear_c01,maxStress_min_shear_c01,S_min_shear_c02,gStress_min_shear_c02,maxStress_min_shear_c02,S_min_shear_c03,gStress_min_shear_c03,maxStress_min_shear_c03,S_max_bending_c01,gStress_max_bending_c01,maxStress_max_bending_c01,S_max_bending_c02,gStress_max_bending_c02,maxStress_max_bending_c02,S_max_bending_c03,gStress_max_bending_c03,maxStress_max_bending_c03,S_max_torsion_c01,gStress_max_torsion_c01,maxStress_max_torsion_c01,S_max_torsion_c02,gStress_max_torsion_c02,maxStress_max_torsion_c02,S_max_torsion_c03,gStress_max_torsion_c03,maxStress_max_torsion_c03,S_max_shear_c01,gStress_max_shear_c01,maxStress_max_shear_c01,S_max_shear_c02,gStress_max_shear_c02,maxStress_max_shear_c02,S_max_shear_c03,gStress_max_shear_c03,maxStress_max_shear_c03
102,0.440827871561822,0.00324917911942146,20.114531375,1337015.15436083,0.0555455992783849,1860088.31656279,162728.005500367,-0.871529631115231,476445.518445695,52618.0569940996,-0.95845914063012,203595.918310085,954404.705479778,-0.0144629728184772,1700547.56510196,139390.189799114,-0.856062954756883,399979.362523219,44228.7268589317,-0.954328548744253,166180.5447251,303927.40951738,-0.0229541611504763,436922.298263643,20077.2594090199,-0.935456947459148,72957.6159721186,4962.62919778864,-0.984046466177065,22734.3083101928,1337015.1528876,0.0555455979821293,1860088.31474314,162728.005386005,-0.871529631221727,476445.517975357,52618.0569681764,-0.958459140655827,203595.918026567,953662.8623629,-0.0152290145113637,1686776.37632807,139380.425996558,-0.856073037041233,402434.381728729,44202.8817360454,-0.954355236922208,156977.877470625,303927.409222766,-0.0229541620526943,436922.297834687,20077.2593979962,-0.935456947491621,72957.6158995458,4962.62919395859,-0.984046466188645,22734.3082873181
103,0.440345967446363,0.00318419553703309,20.1080190416667,1341356.59464231,0.0589730758994982,1861734.25605208,163087.20051733,-0.871246054135418,473405.309626414,52549.5580136962,-0.958513219147543,205197.461786951,954815.28787127,-0.0140389973841561,1705389.64229299,139761.432801954,-0.855679601947241,403369.57861984,44115.4268465212,-0.954445544560357,165141.299328671,303922.303779532,-0.0229705747405718,437044.499612025,20101.0725119816,-0.935380394662558,73607.4763630118,4949.01027673091,-0.984090247388408,22411.0347310665,1341356.59488993,0.0589730759613882,1861734.25646982,163087.200526219,-0.871246054144645,473405.309745804,52549.5580169546,-0.958513219150205,205197.461837262,953943.29577657,-0.0149394334654376,1692186.41527581,139696.427374076,-0.855746727817885,402764.801561904,44094.8839187062,-0.954466757587644,158120.254579185,303922.303584283,-0.0229705753233599,437044.499333884,20101.0725066871,-0.93538039467661,73607.4763125767,4949.01027472782,-0.984090247394117,22411.034716493
104,0.439816408068926,0.0031205116262924,20.139349125,1347152.67032003,0.0635489568494998,1868352.35845817,163420.973297541,-0.870982547481689,471028.384300541,52349.5191069512,-0.958671145695354,200691.60465328,955437.768502026,-0.0133962116698872,1706806.70151114,140160.206923651,-0.855267819964024,401985.18940539,43969.9921240324,-0.954595723308667,164150.487995336,303719.063617935,-0.0236239378396442,436031.388449676,20073.5982011184,-0.935468717269416,73463.7619719749,4946.31541464729,-0.984098910653723,22439.3355548777,1347152.66694726,0.0635489540525835,1868352.35373796,163420.972962876,-0.870982547762178,471028.383146347,52349.5190193403,-0.958671145769736,200691.604163171,954625.473953028,-0.0142350028939826,1692744.22705331,140061.905351331,-0.855369328086764,404616.456879177,43941.6792594066,-0.954624959725186,155315.097101563,303719.063821187,-0.0236239371413866,436031.388762217,20073.5982095052,-0.93546871723949,73463.7620295066,4946.31541731722,-0.984098910644409,22439.3355754306
105,0.43932189526673,0.00305810139376651,20.1319692083333,1353123.29849777,0.0682626433603697,1876793.89302216,163787.585440211,-0.870693114835713,476345.273872163,52207.2710805181,-0.958783447547594,196562.528623771,955819.730498555,-0.0130017902170235,1707417.54620704,140551.968559385,-0.854863279211418,400758.519964812,43830.9079278454,-0.954739344378902,167959.088437997,303490.174626141,-0.024359755110439,435102.253244801,20078.4632770452,-0.93545307734343,73700.488315861,4935.88765011975,-0.984132433145019,23225.3751762278,1353123.30128572,0.0682626454266186,1876793.89727463,163787.585681082,-0.870693114661864,476345.274930725,52207.2711328445,-0.958783447511484,196562.528956727,955295.936338622,-0.0135426702780749,1699930.30153437,140437.179454412,-0.854981812683884,404290.565359837,43801.2562440644,-0.954769963286361,152678.444241283,303490.174773608,-0.0243597545915513,435102.253466952,20078.4632864064,-0.935453077310371,73700.4883580132,4935.88765307351,-0.984132433134794,23225.3751870401
106,0.438783740771716,0.00299693936589118,20.160812625,1361314.27054129,0.0747292450784951,1888513.25532513,164112.596289133,-0.870436525544127,474359.624332223,51987.5300157921,-0.958956928538513,195949.153330992,956647.703555621,-0.0121468089909643,1708329.75245726,140977.478182846,-0.854423889624448,409883.6861676,43681.2646132437,-0.954893869002013,167149.912924399,303109.907280694,-0.0255822135524363,433500.716485903,20052.3368055442,-0.935537067004989,73848.3968011334,4934.94944225933,-0.984135449233918,22604.3989975429,1361314.27212645,0.0747292461943578,1888513.2576744,164112.596438132,-0.870436525442842,474359.624915102,51987.5300639994,-0.958956928505633,195949.153534982,956001.853731742,-0.0128137261256577,1699177.59465239,140806.950353994,-0.854599979996928,408093.322749991,43658.996315987,-0.954916863679674,151307.78007327,303109.90712566,-0.0255822140060665,433500.716262429,20052.3367987157,-0.935537067023979,73848.3967640938,4934.94944060064,-0.984135449238521,22604.3989856413
107,0.438275254653388,0.00293700057857338,20.128163875,1368400.87905181,0.0803239748036568,1894005.10213731,164593.068044616,-0.870057203106813,482877.455187762,51847.9360300138,-0.95906713508097,205151.103840121,957141.408867082,-0.0116369991983603,1708455.2540468,141381.527520233,-0.854006660349995,409878.299643804,43557.1043698958,-0.955022079305693,172889.289306967,302756.970834815,-0.0267168104167741,432155.853557725,20068.4563381616,-0.935485246992135,74053.5693884386,4918.81278436389,-0.98418732429999,22999.0011616866,1368400.87908345,0.0803239746923372,1894005.10241349,164593.06802929,-0.870057203135307,482877.455233405,51847.9360274426,-0.959067135088164,205151.10379976,957012.082524187,-0.0117705440507679,1709918.23491458,141179.187076205,-0.854215601053138,403745.422717174,43545.2505606128,-0.955034319778716,150238.623078828,302756.970432988,-0.026716811663829,432155.853003493,20068.4563268106,-0.935485247025661,74053.5692956299,4918.81277930024,-0.984187324315541,22999.0011303076
108,0.437712734537038,0.00287826056700191,20.054247375,1378304.95666077,0.0881430376624031,1909280.88358184,164926.733803168,-0.869793780944453,482235.769508688,51567.1051338387,-0.959288845220628,203126.110762843,958428.858741145,-0.0103075531947477,1708903.45746145,141810.497770045,-0.853563697252346,409284.354298257,43404.59760525,-0.95517956078351,171491.070185428,302270.783513741,-0.0282797734272862,429896.315301901,20016.1805003063,-0.93565329991612,74002.4887885103,4921.71933134754,-0.984177980523986,24017.0078530339,1378304.95716509,0.0881430379232662,1909280.88494611,164926.733826215,-0.869793780942686,482235.769731035,51567.1051413561,-0.95928884521983,203126.110894579,957843.506807351,-0.0109119990208587,1704875.56311115,141532.070541288,-0.85385120666243,404397.496710097,43381.1690102666,-0.955203753607391,149669.781090201,302270.783278101,-0.0282797741401677,429896.314979877,20016.1804928384,-0.935653299937172,74002.4887362382,4921.71932801977,-0.984177980533957,24017.0078352568
109,0.437213063832639,0.00282069535566187,20.0556895833333,1383266.52136454,0.0920600895907384,1918096.71135908,165528.308029499,-0.869318850630333,483725.219347073,51505.4132975991,-0.959337549639603,204752.552265057,958827.261408796,-0.00989615478226724,1708929.73964422,142140.960264184,-0.853222455196226,408379.321934433,43310.1202521414,-0.955277119952261,170611.065901005,302074.241553832,-0.0289116035882887,429508.276341337,20083.7126044377,-0.935436202151114,74352.611524783,4892.49015054286,-0.984271944571268,23986.0384284133,1383266.52276147,0.0920600905558033,1918096.71315297,165528.308147467,-0.869318850553688,483725.219836255,51505.4133222587,-0.959337549625265,204752.552485627,959192.628895393,-0.00951886907880195,1725886.18599196,141899.033323835,-0.853472273692228,409074.588107368,43309.1771375285,-0.955278093827883,150930.336261293,302074.241311469,-0.0289116043228118,429508.276002342,20083.7125925071,-0.935436202186502,74352.6114694423,4892.49014790536,-0.984271944579025,23986.0384084723
110,0.43660075661405,0.00276428144854868,20.0820948333333,1392966.00401102,0.0997176289906299,1928659.213365,165776.658277151,-0.869122783285747,481629.421487807,51159.3178771314,-0.959610784760996,201853.416197264,960955.742076495,-0.007698243877582,1707573.60743764,142554.683835191,-0.852795236118298,406464.617977957,43167.047158499,-0.955424860036282,168319.08693585,301577.740107332,-0.0305077237705914,427205.437749491,20005.9785289453,-0.935686096542401,73861.9775360124,4898.15205030573,-0.984253743068442,24058.8504011296,1392966.00481523,0.0997176294867907,1928659.21464183,165776.658288314,-0.869122783293446,481629.421782355,51159.3178912272,-0.959610784754963,201853.416291874,960388.947250844,-0.00828352726949999,1717230.92889335,142204.921245445,-0.853156407821907,412238.497250325,43110.8442869361,-0.955482896221308,168563.439987808,301577.740167228,-0.0305077235335047,427205.437824818,20005.9785298377,-0.935686096536578,73861.9775520491,4898.15205090619,-0.984253743065788,24058.85040537
111,0.436068332162556,0.00270899581957768,20.0545455833333,1395075.95115858,0.10138338828966,1938535.37877767,166412.559607145,-0.868620752438705,482992.234208702,51266.5835027402,-0.959526100785129,203357.486496305,961715.338826072,-0.00691386936838589,1711982.53018538,142712.681264112,-0.852632084872807,409283.905128311,43123.8494749244,-0.955469466812011,167884.110351062,301629.457803071,-0.0303414651251568,427898.237925897,20108.7461133568,-0.935355726073751,74170.8104681611,4867.57757583044,-0.984352031877301,23738.0310182581,1395075.95290246,0.101383389527453,1938535.38146846,166412.559749816,-0.868620752342645,482992.234763228,51266.583538748,-0.959526100761808,203357.486784739,961855.175004322,-0.00676947171933817,1734700.70221381,142483.528744905,-0.852868712250824,412522.731224769,43153.6596106118,-0.955438684277912,169988.804408332,301629.457547001,-0.0303414659038086,427898.23755528,20108.7460993466,-0.93535572611582,74170.8104007657,4867.57757220261,-0.984352031888245,23738.0309968664
112,0.435446567212821,0.00265481590318617,20.0319688333333,1400593.73707164,0.105739565270371,1935236.33759438,166518.877008293,-0.868536817066288,484603.91918488,50933.9425234006,-0.959788713905658,198003.295080766,963637.983529977,-0.00492850871903694,1708160.94775554,143032.905618946,-0.852301414920237,413769.344310325,42998.4186748514,-0.955598989117497,165409.822595999,301439.906169763,-0.0309508232441391,427586.674725509,20021.4157564121,-0.935636469959251,73489.4303984998,4878.49726009454,-0.984316927994803,22963.4140359041,1400593.73632448,0.105739564540993,1935236.33658783,166518.876950592,-0.868536817128428,484603.918952179,50933.9425009658,-0.959788713928443,198003.294956478,963269.831341077,-0.00530866982607514,1726373.65024745,142646.758567491,-0.852700157932948,421193.939762288,42976.1058858281,-0.955622029738276,167569.432101248,301439.906352776,-0.0309508226112827,427586.674978655,20021.4157647613,-0.935636469929454,73489.430444289,4878.49726205919,-0.984316927987766,22963.414050384
113,0.43500134815137,0.0026017195851224,20.1270191666667,1401142.34824414,0.106172682357307,1943247.46975338,167151.564849788,-0.868037323201444,485141.855951526,51050.0475791182,-0.959697051383946,200899.31812776,964364.582026299,-0.0041782088536777,1717447.12903619,143210.021074461,-0.852118522025332,414571.986789709,42966.697811803,-0.95563174470314,165279.226814376,301573.241825711,-0.0305221845503787,426933.215838852,20116.2451852856,-0.935331618550725,74755.4712464014,4849.64791444988,-0.984409670973004,23665.7184780998,1401142.34996034,0.106172683572647,1943247.47231937,167151.565013765,-0.868037323088637,485141.856513858,51050.0476236352,-0.959697051353885,200899.318355247,963720.388514065,-0.00484341564792357,1738189.71987806,142877.771834876,-0.852461609099852,419275.744889265,43015.2104534521,-0.955581649594396,168587.708202628,301573.241802835,-0.0305221845793807,426933.215810281,20116.2451849208,-0.935331618548927,74755.4712367322,4849.64791408024,-0.984409670973476,23665.718475892
114,0.434515049416712,0.00254968519341994,20.74448925,1407446.81146873,0.111149924680118,1943175.34133017,167341.939529736,-0.867887026359275,487929.447184718,50794.2344646621,-0.959899010506339,209662.376595267,964972.306861084,-0.00355066026388196,1713694.06490028,143452.424719616,-0.851868211264653,420234.754103056,42835.561763515,-0.955767158359888,163526.873892475,301448.931946701,-0.030921807770301,426247.632541963,20056.8413381947,-0.935522586129805,73550.0834969529,4862.84485191556,-0.984367246326748,24780.6398262151,1407446.81146913,0.111149924540246,1943175.34148052,167341.939536233,-0.867887026370814,487929.447227428,50794.2344647986,-0.959899010511291,209662.376620663,964801.598579588,-0.00372693691758175,1733573.25311179,143082.506534861,-0.85225019603112,428122.342978556,42869.3750483078,-0.955732242095489,167241.330654861,301448.932016971,-0.0309218074998837,426247.632649506,20056.8413459425,-0.935522586101936,73550.0835164341,4862.84485278162,-0.984367246323245,24780.6398329988
115,0.43406057403767,0.00249869148955156,20.32178925,1410670.63144966,0.113695063366575,1951525.02617485,167856.49244469,-0.867480797556853,498347.556075422,50804.3631836975,-0.959891014093756,210139.940660254,965590.91615082,-0.00291187217231748,1722279.38211154,143714.480139974,-0.851597607695272,419116.057938511,42796.5143772133,-0.95580747945721,163788.252225829,301631.770076631,-0.0303340317802551,426324.629484735,20097.4065846028,-0.935392179644691,74267.8002649206,4843.70170417408,-0.984428786458561,24576.3494106969,1410670.63231189,0.113695063906773,1951525.02677948,167856.492492994,-0.867480797535437,498347.556348982,50804.3632102509,-0.959891014077853,210139.940748072,965081.461283567,-0.00343794519768159,1740354.59639576,143306.546743676,-0.852018847715137,427195.207907492,42844.9688076636,-0.955757444458504,167745.785509391,301631.769790449,-0.0303340326557092,426324.629072505,20097.4065722333,-0.935392179681488,74267.8001888213,4843.70169914465,-0.984428786474014,24576.3493866445
116,0.433565382726371,0.00244871765976051,20.0950539583333,1416971.85824807,0.118669750598367,1959913.37131471,168194.461510591,-0.867213978023027,494810.85091145,50636.6541435325,-0.960023416885698,210055.045826623,966122.619717257,-0.00236282463598536,1722372.6636898,143898.310431975,-0.851407780928447,420225.985132408,42653.9801049065,-0.955954663143747,162750.513406209,301622.77609417,-0.0303629450433028,425454.620595141,20067.4863081729,-0.935488365380718,74993.119033266,4849.9735806536,-0.98440862404272,24117.6914519533,1416971.85775343,0.118669750066722,1959913.37021347,168194.461452509,-0.867213978085635,494810.850591448,50636.6541356405,-0.960023416896972,210055.045785139,966148.339520811,-0.00233626579445567,1738541.04042949,143570.032281253,-0.851746767378634,428324.824748306,42729.3716359659,-0.955876812366373,166940.346515353,301622.776214221,-0.0303629446128232,425454.620746622,20067.4863121157,-0.935488365365079,74993.1190659781,4849.97358239803,-0.984408624036396,24117.6914609892
117,0.433078754211011,0.00239974330656534,20.1326878333333,1420368.84673024,0.121351602207498,1962690.94442873,168590.409556346,-0.866901385292963,488679.763091432,50575.0669691975,-0.96007203867628,209912.334103189,966708.929971883,-0.0017573891618804,1725528.33363253,144106.061252197,-0.851193253354786,424084.791861044,42595.1999966217,-0.956015360637006,162512.102544541,301854.651887104,-0.0296175260007211,426370.894757883,20073.5799279902,-0.935468776012666,74700.6290515426,4849.16340388393,-0.984411228545692,24446.0036941977,1420368.84386767,0.121351599806085,1962690.93974776,168590.409303226,-0.866901385509588,488679.76198635,50575.0669127487,-0.960072038725883,209912.333786435,966700.087683996,-0.00176651981414655,1741866.72838705,143745.080250171,-0.851566009410947,432579.668010459,42673.6891017844,-0.955934311243832,166896.23816726,301854.652018015,-0.0296175255353002,426370.894943692,20073.5799306506,-0.935468776001149,74700.6290898871,4849.16340708359,-0.98441122853469,24446.0037057928
118,0.432563704764908,0.00235174844043401,20.1750277083333,1425713.25519216,0.125570901303943,1970074.21806145,168935.670104509,-0.866628809285855,488821.37782246,50475.3653236952,-0.960150751047496,208639.320717643,967323.663836129,-0.00112260291072475,1728519.30041619,144257.079966306,-0.851037308467154,423534.37701843,42499.9586596538,-0.956113708710481,161847.009836918,302016.378724063,-0.0290976172062773,426361.173723158,20061.3121129856,-0.935508213777168,77078.2369638199,4853.21371687156,-0.984398207865995,24239.1371840817,1425713.25090955,0.125570897780899,1970074.21188227,168935.66968952,-0.866628809630307,488821.376225025,50475.3652224376,-0.960150751132464,208639.320063396,967594.554252281,-0.00084287608353717,1740521.08061512,143924.545409963,-0.851380690165285,432020.207676794,42593.4486357689,-0.956017169123605,166291.321667301,302016.378472361,-0.0290976179708288,426361.173385162,20061.31210375,-0.935508213803895,77078.236905956,4853.2137134546,-0.984398207876263,24239.1371616863
119,0.432091902617156,0.00230471347162531,20.4995518333333,1428738.33241729,0.127959136726742,1977988.77244005,169328.409021099,-0.866318750096384,492648.642638749,50410.3102197427,-0.960202110696236,207705.113059317,967786.201916288,-0.000644977012758563,1729665.99465028,144438.389001735,-0.850850085199339,429559.901576801,42439.0723800813,-0.956176581077541,161062.748748588,302222.866495611,-0.028433813904414,426932.391558515,20058.483499207,-0.935517307018631,77052.9204028941,4855.7640351174,-0.984390009270699,24075.9165954258,1428738.33133327,0.127959135728617,1977988.7710013,169328.408914274,-0.866318750197586,492648.642223247,50410.3101947736,-0.960202110720969,207705.112870445,968300.811065568,-0.000113581439195043,1743766.37324764,144086.557044921,-0.851213393771858,430208.949266571,42531.6525392405,-0.956080980985511,166097.310742444,302222.866833205,-0.0284338127745055,426932.392019578,20058.4835144504,-0.935517306966665,77052.920484268,4855.76403925948,-0.984390009256667,24075.91662414
120,0.431595116164642,0.00225861920219284,20.40461675,1433550.16477708,0.131757978090111,1987190.44967363,169683.714268599,-0.866038244008494,493230.900031698,50364.9159735171,-0.960237948507557,207005.275067588,968355.520753447,-5.70872097527264e-05,1735156.86064979,144549.91219992,-0.850734924156472,428202.299493264,42376.2175045048,-0.956241486255463,160831.306668484,302468.822386837,-0.0276431310882632,427345.340264096,20062.0976898932,-0.935505688356213,77145.1869880372,4857.52033130998,-0.984384363245257,23855.2697035206,1433550.16218765,0.131757975903024,1987190.44602192,169683.714033189,-0.866038244211247,493230.898974847,50364.9159295203,-0.960237948547308,207005.274635314,968994.953485756,0.000603203645110018,1742293.80609526,144215.997978975,-0.851079730523323,437110.069379911,42456.0993209651,-0.95615899872129,165553.999484904,302468.822353018,-0.0276431311523124,427345.34021215,20062.0976891431,-0.935505688355662,77145.186976485,4857.52033021696,-0.984384363248054,23855.2697013785
121,0.431148151632663,0.00221344681814895,20.26816875,1436444.10369647,0.134042682553622,1994649.37053495,170085.607314218,-0.865720957824938,501928.05177585,50295.1270802474,-0.960293045384305,205467.194294206,968888.071107509,0.000492834736098402,1732993.3405612,144690.104920357,-0.850590158402344,433707.773883443,42331.6904792912,-0.956287465735454,160543.641488766,302590.578426016,-0.0272517177845945,427392.796949162,20051.3829710918,-0.935540133329228,76775.8251458886,4863.54008581576,-0.984365011334549,23689.1115018093,1436444.10652109,0.134042684640523,1994649.37441773,170085.607601837,-0.86572095761481,501928.052773961,50295.1271460369,-0.960293045337375,205467.194707283,969802.87633695,0.00143748063519644,1746117.03083434,144395.124906209,-0.850894760543237,437057.175365626,42375.4832566684,-0.956242244451219,165412.40254713,302590.5781085,-0.0272517187606345,427392.796473988,20051.3829547777,-0.935540133378712,76775.8250471541,4863.54008161572,-0.984365011347333,23689.1114797241
122,0.430710291757376,0.002169177881786,20.3045629583333,1436843.77019191,0.134358210922216,2000146.81507171,170512.945001572,-0.86538358362703,505450.586331717,50310.6325036349,-0.960280804175693,205764.379587072,969658.813893983,0.00128871886171256,1747462.20529067,144758.478604268,-0.85051955439464,432929.537753436,42315.2550298187,-0.956304437303092,160167.528801424,302923.447512728,-0.0261816321461521,428775.333573705,20080.203918811,-0.935447481642809,79922.5007839127,4858.59836475254,-0.984380897654276,23454.6824854403,1436843.77020347,0.134358210788223,2000146.81448606,170512.945023642,-0.865383583626591,505450.586118376,50310.6325007423,-0.960280804182988,205764.379689602,970057.837136176,0.00170075815959558,1743173.14628158,144470.405066223,-0.850817024772777,438264.359512012,42338.7834182756,-0.956280141424508,164721.4890342,302923.447394727,-0.0261816324807546,428775.333427029,20080.2039169609,-0.935447481645791,79922.5007439837,4858.59836362747,-0.984380897657176,23454.6824741698
123,0.430281609693707,0.00212579432415028,20.2375503333333,1437055.28916969,0.134525200746846,1999594.20300796,170882.179959462,-0.865092080323101,496117.664688003,50179.5929074872,-0.96038425720582,202863.152516792,970536.776865522,0.00219532065441008,1737814.36894815,144861.988140756,-0.850412668416092,439329.569599498,42241.9801063472,-0.956380102426944,166635.325741087,302939.192509562,-0.0261310161662903,428063.180007154,20069.5185147702,-0.93548183237666,75951.0859359794,4854.04976026713,-0.984395520208695,23319.8253100106,1437055.28674037,0.13452519868581,1999594.19972853,170882.179675737,-0.865092080564117,496117.663770915,50179.5928413682,-0.960384257263018,202863.152138279,971200.017642166,0.00288019616319235,1755185.26431036,144667.543452505,-0.850613455806638,443792.170186214,42251.5954313857,-0.956370173450668,164967.449216162,302939.192461472,-0.0261310162761467,428063.179960078,20069.5185121051,-0.935481832382264,75951.0859338381,4854.04976006533,-0.984395520208627,23319.8253039948
124,0.429922765110942,0.00208327843766731,20.260129625,1434281.17835988,0.132335098078486,2001527.90385131,171375.939104811,-0.864702267768414,508208.805352014,50167.4940836475,-0.960393808975087,204165.186453658,971353.27303448,0.00303845062059649,1757896.75748372,144951.196981794,-0.850320549616289,437081.467733408,42221.6853165593,-0.956401059225124,159205.016514262,303156.663221404,-0.0254319056306054,429303.639858033,20098.4071774434,-0.935388963004663,79605.1681623153,4845.96633669587,-0.984421506266934,25023.6590438662,1434281.18151391,0.132335100425667,2001527.90826405,171375.939406508,-0.8647022675473,508208.806528282,50167.4941606226,-0.960393808919314,204165.186884233,971372.99683375,0.00305881787080886,1752614.75668313,144740.110287917,-0.850538521868406,442715.629747392,42213.1317761589,-0.956409891775831,163741.393018621,303156.663025721,-0.0254319062149015,429303.639586479,20098.4071746516,-0.935388963010669,79605.1681093112,4845.96633440064,-0.984421506273597,25023.6590273215
125,0.429622874656751,0.00204161286891391,20.2264579166667,1432515.81783608,0.130941382737292,1986193.52123886,171750.924294728,-0.864406224776141,501072.517829067,50059.1401137323,-0.960479352176101,200863.909378049,971742.554847513,0.00344043065961919,1748414.2025487,145103.164603501,-0.850163624868051,433168.66740058,42134.2720150789,-0.956491323915546,159429.086367858,303124.423894522,-0.0255355464974393,428430.257294231,20109.8542066501,-0.93535216384834,79954.6120554102,4831.76259015457,-0.984467167536762,24790.2605123144,1432515.81774923,0.130941382526042,1986193.52126406,171750.924223262,-0.864406224849669,501072.517742936,50059.1400881499,-0.960479352201284,200863.909341962,971927.162021638,0.00363105971825606,1766819.27854261,144976.062496226,-0.850294872987995,448267.244146702,42116.8706207748,-0.956509292933822,164186.855869539,303124.424237417,-0.0255355453503588,428430.257801012,20109.8542234639,-0.935352163791318,79954.6121360808,4831.76259635284,-0.984467167516123,24790.2605391241
126,0.42926432824113,0.00200078061153564,20.311474,1431824.96060647,0.130395965352856,1992687.30160178,172135.725825231,-0.86410243198756,513343.023795602,49991.2364958163,-0.960532960667248,200704.617735399,972180.880785341,0.00389305462429945,1764163.64455875,145237.119321818,-0.85002530059732,433776.042217961,42077.4767337748,-0.956549971837515,158110.087661082,303303.103761362,-0.0249611382179794,429013.122114959,20116.0426181033,-0.935332269750374,79338.6936392411,4831.15017444697,-0.984469136290484,24413.4661476076,1431824.95808889,0.130395963222659,1992687.29849979,172135.725541878,-0.864102432228407,513343.023093939,49991.2364360589,-0.960532960719405,200704.617283195,972150.044585941,0.0038612126277997,1760299.29584515,145096.600850181,-0.850170402718366,447357.984000679,42061.2930637834,-0.956566683409775,162984.653305913,303303.10378876,-0.0249611380851071,429013.12214041,20116.042620006,-0.935332269741287,79338.6936535803,4831.15017427313,-0.98446913629033,24413.4661513403
127,0.428935901594746,0.00196076499930498,20.249763,1430204.60385218,0.129116727465635,1982418.78777836,172494.16380382,-0.863819452673766,516085.308909225,49936.1695651077,-0.960576434861378,200828.617155086,971997.260492477,0.00370344470670347,1762189.53880207,145396.308319212,-0.849860918914842,435259.56729374,41977.044849403,-0.956653679772095,158777.78499616,303506.523614802,-0.0243071974573928,429647.788870154,20138.7293164662,-0.935259338045175,79342.7383219283,4819.49714795374,-0.98450659767333,25317.514774046,1430204.60106489,0.129116725122667,1982418.7837015,172494.16350573,-0.863819452926283,516085.307789911,49936.1695062798,-0.960576434912795,200828.616745601,972751.567187232,0.00448235666962549,1773572.78309581,145313.994037593,-0.849945918247117,449927.610221235,41982.0919114788,-0.956648468073816,162731.196315729,303506.523509331,-0.024307197751631,429647.788733632,20138.7293191979,-0.935259338033419,79342.7382902772,4819.49714777235,-0.984506597673201,25317.5147637309
128,0.428540328835844,0.00192154969931885,20.2937802083333,1432090.18631739,0.130605355523993,1988416.79293096,172676.773582053,-0.86367528605967,520518.558719915,49823.9110079547,-0.96066506065264,209498.664810419,972389.415802642,0.00410839197525115,1764656.24506301,145569.074836967,-0.849682516818408,438034.431318667,41894.065839412,-0.95673936552611,157228.63301992,303732.312558563,-0.0235813460170441,429856.270966881,20132.0320266325,-0.935280868051877,78889.808161918,4827.23239857472,-0.984481730898584,25022.7222945028,1432090.18724965,0.130605356117348,1988416.79396304,172676.773651267,-0.863675286022226,520518.55899438,49823.9110283202,-0.960665060641524,209498.664945131,973077.41951953,0.00481883818218587,1772393.80466591,145472.442575618,-0.849782301177503,450828.292199962,41902.7733489152,-0.956730373977994,161927.02690796,303732.31247504,-0.0235813462406901,429856.270853485,20132.0320222159,-0.935280868063102,78889.8081393137,4827.23239672755,-0.984481730903809,25022.7222875965
129,0.428178560337346,0.00188311870533243,20.3098470833333,1432073.97785186,0.130592559278259,1991198.61499625,172909.428280442,-0.86349161002411,518745.218089111,49753.7692581264,-0.960720436102286,208532.765467943,972449.069832164,0.00416999189672795,1767714.0354051,145744.128696479,-0.849501752767991,440167.135478924,41810.3034256566,-0.956825860238226,156468.234221968,304000.45415909,-0.0227193420423649,430607.811911614,20143.8388768168,-0.93524291216675,78599.9853173363,4825.07279893512,-0.984488673437412,24776.565429147,1432073.97322446,0.130592555482382,1991198.60870261,172909.427747843,-0.863491610461809,518745.216504339,49753.7691393878,-0.960720436200984,208532.764822643,973471.117978531,0.00522537893653063,1775985.26468734,145655.015522562,-0.849593772769843,452347.554721837,41832.096603833,-0.956803356171862,161374.993563845,304000.453778775,-0.0227193432200794,430607.811363322,20143.8388602004,-0.935242912217192,78599.9852273547,4825.07279084185,-0.984488673462717,24776.5653997637
130,0.427802264573043,0.00184545633122579,20.195001625,1432655.04179104,0.131051297148131,1992422.84324361,173075.911755858,-0.863360174789996,517087.516231436,49657.3679395205,-0.9607965429342,207265.330219589,972755.085064845,0.00448598923093813,1766790.78079533,145918.134886261,-0.849322070561895,442352.896961907,41725.4826720591,-0.95691344781283,155834.061869383,304257.100302722,-0.0218942929061554,430984.572705081,20148.6327912645,-0.935227501006005,78223.9982278995,4826.79584246435,-0.984483134310444,24518.6812871586,1432655.04002587,0.131051295611864,1992422.84117262,173075.911566582,-0.863360174956665,517087.515856613,49657.3678928043,-0.960796542976028,207265.330092296,973745.770803988,0.00550899083363543,1778446.79046215,145828.54682331,-0.849414580943471,453665.302673735,41761.3003926504,-0.95687646172877,160685.934746246,304257.099863344,-0.0218942942737052,430984.572088553,20148.6327743469,-0.935227501057415,78223.9981150867,4826.79583350256,-0.984483134338541,24518.6812517524
