phaseFrac,spacingFactor,widthFactor,helixPlusWeight,anglePlusDeg,helixMinusWeight,angleMinusDeg,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,jointRingWidthFactor,baseDensity,eval,VF,stressRatio,dispRatio,maxHM,maxAbsUz
1.00000000234003e-08,20.130918608143,0.899365351539384,0.797781607430142,45.4317158728149,0.797781590564463,45.4317182336825,0.348038764801584,0.353942811881796,4e-09,32,0.748506003646612,2.99047371587907,0.0396149949985899,90,0.456970316163363,1.91386065940343,0,23965334.6049547,0.110720283971917
1.00000000110239e-08,19.789766173032,0.899695076263703,0.798340321636511,45.4007327554393,0.798340315371265,45.4007345474635,0.348480985766611,0.352757501531544,4e-09,32,0.749004542362615,2.99413982504986,0.0397322379497698,91,0.481635672997799,1.34248128475961,0,16810530.605808,0.093988964082825
1.00000000023604e-08,19.5533611135764,0.899925951528748,0.798731389563907,45.3790438349571,0.798731390717755,45.3790452287605,0.348790616724469,0.351928283351553,4e-09,32,0.749353520013446,2.99670842229278,0.0398145535229594,92,0.498901422781905,1.26924275400833,0,15893438.8171213,0.0838637797630395
9.99999999629597e-09,19.3891129768278,0.900087597500763,0.799005121293329,45.3638612490962,0.799005127639942,45.3638623641312,0.349007395547097,0.351348079525996,4e-09,32,0.749597804544581,2.99850757751311,0.0398722949453067,93,0.510987447630779,1.2169760394977,0,15238955.7983108,0.0774461696643163
9.9999999920509e-09,19.2747640141249,0.900200765987104,0.799196725707186,45.3532332785946,0.799196735688439,45.3532341984853,0.349159158849828,0.350942060301507,4e-09,32,0.749768803770234,2.99976754335208,0.0399127730725877,94,0.519447665024991,1.23459915980331,0,15459632.2476815,0.0737111508683063
9.9999999890793e-09,19.1950323325863,0.900279991915923,0.799330844961033,45.3457936230311,0.799330857486386,45.3457944063178,0.349265402017269,0.350657907847674,4e-09,32,0.749888503243551,3.00064979245324,0.039941136762348,95,0.525369817200939,1.19449591636347,0,14957460.0320306,0.0712098389974554
9.99999998699923e-09,19.1393755032235,0.900335453979878,0.799424726553857,45.34058582761,0.799424740860009,45.3405865152726,0.349339776564542,0.350459031196772,4e-09,32,0.749972292878616,3.00126750059855,0.039961005564477,96,0.529515323724103,1.1843560332486,0,14830488.5670449,0.0694462005138487
9.99999998554315e-09,19.100492579533,0.900374279342219,0.799490442743432,45.3369403531977,0.799490458296107,45.3369409739226,0.349391840866229,0.350319832333903,4e-09,32,0.750030945623697,3.00169996184895,0.0399749206964995,97,0.532417178290318,1.18211898866405,0,14802476.328154,0.0682163764295151
9.99999998452391e-09,19.073312442917,0.900401458035408,0.799536443622064,45.3343885125725,0.799536460047288,45.3343890864408,0.349428286914445,0.350222400398933,4e-09,32,0.750072002545072,3.00200271684282,0.0399846647055313,98,0.534448476486668,1.18058246103818,0,14783235.9521618,0.0673953446882534
9.99999998381042e-09,19.0543050083504,0.900420483580998,0.799568644014397,45.3326022199851,0.799568661050397,45.3326027610535,0.349453799655974,0.35015420161334,4e-09,32,0.750100742389792,3.00221466107654,0.0399914871863573,99,0.535870385224113,1.17840090243644,0,14755918.5079194,0.0668635296548432
9.99999998331098e-09,19.0410089771467,0.900433801688479,0.79959118417983,45.3313518131517,0.79959120164337,45.3313523312602,0.349471658823729,0.3501064642146,4e-09,32,0.750120860280924,3.00236302975173,0.0399962637435666,100,0.536865721340325,1.1768386858239,0,14736356.4548195,0.0665230518539658
9.99999998296139e-09,19.031706260007,0.900443124474242,0.7996069622421,45.3304765273814,0.799606980004914,45.3304770294178,0.34948416036297,0.350073048894388,4e-09,32,0.750134942804616,3.00246689160303,0.0399996077357648,101,0.537562456621673,1.17417505940371,0,14703002.5645513,0.0662926871351274
