elemId,analytic,finiteDifference,absoluteError,relativeError,step
17754,-0.000163653865392868,-0.000163655653158788,1.78776591948826e-09,1.09239484550752e-05,6.11045756603057e-05
2067,-0.0004893774267095,-0.000490241766747088,8.64340037587548e-07,0.00176308934940963,2.04341260021707e-05
45242,-3.79457146136975e-05,-3.79901651171306e-05,4.44505034330556e-08,0.00117005291490591,0.00026353437013386
70717,-1.42429187214315e-05,-1.42248267173546e-05,1.80920040769717e-08,0.00127024554663423,0.000702103283433953
41163,-0.000166617833165382,-0.000166847446869828,2.29613704446312e-07,0.00137618949977373,6.00175852129477e-05
47346,-2.0398448660166e-05,-2.03802036858966e-05,1.82449742693709e-08,0.000894429501641446,0.000490233358751834
1432,-0.000573181642116632,-0.000573584660986074,4.03018869441873e-07,0.000702631881314655,1.74464764137809e-05
47530,-5.78702319769625e-05,-5.77578812430423e-05,1.12350733920227e-07,0.00194142532494,0.00017280041324149
