label,volFracRaw,volFracClean,J_continuous,J_binary,selectedScore,selectedBy,nSolidRaw,nSolidElems
volume_t0.43,0.4,0.391830466830467,0.460074573259635,NaN,0.460074573259635,J_continuous,39072,38274
