status,allConfigurationsSolved,nElements,nIterations,fdMaxRelativeError,fdPass,initialJ,finalJ,relativeJChange,targetVolumeFraction,finalVolumeFraction,volumeActive,finalChange,objectiveDecreased,objectiveWindowConverged,mmaAcceptable,topologyNonuniform,finalDensityStd,finalDensityRange,rhoGt05,rhoGt07,finalCMaxBending,finalCMaxTorsion,finalCMaxShear,topologyDiffersByArmLocation,locationMeanDensityRange,locationMeanDensityStd
ok,1,97680,56,0.00194142532494,1,1,0.460074573259635,-0.539925426740365,0.4,0.4,1,0.000956816239039454,1,0,1,1,0.206387452601506,0.808117735719212,0.336527436527437,0.0292792792792793,8.57614763864258,8.57416619824454,0.219896677899491,1,0.394551201190638,0.13518106820352
