iteration,J,volumeFraction,change,iterationTimeSec,C_min_bending,C_min_torsion,C_min_shear,C_max_bending,C_max_torsion,C_max_shear
35,0.475327203735739,0.4,0.00286421599181824,100.474998583333,8.91941087160971,8.84133960237747,0.227095901285792,8.91941087108413,8.84133960278759,0.22709590128381
36,0.474031720054049,0.4,0.00272319421348721,99.0307147916667,8.88759284245905,8.81851024461684,0.226527378445677,8.88759284184716,8.8185102456363,0.226527378447663
37,0.472823779830459,0.4,0.00259937353952644,93.8818475833333,8.85814550099793,8.79670727729783,0.226015387730953,8.85814550102226,8.7967072778047,0.226015387730134
38,0.471704795309725,0.4,0.00245648392940878,98.6562264166667,8.83142563709188,8.77754634102796,0.225490274461018,8.83142563717397,8.77754634161325,0.225490274460049
39,0.470654594000676,0.4,0.00234176284227328,100.16720175,8.80642511435878,8.75836279774379,0.22504600441524,8.80642511520041,8.75836279828732,0.225046004413163
40,0.469682311035338,0.4,0.00220078701725135,102.723821166667,8.78401681492476,8.74217214132933,0.224559460162522,8.78401681490616,8.74217214167026,0.224559460160574
41,0.468764265946151,0.4,0.00209985729522177,98.1851623333333,8.76277271234755,8.72526834117738,0.224168166148168,8.76277271202031,8.72526834161495,0.224168166148625
42,0.46791001467697,0.4,0.00198605528234264,94.0056953333333,8.74349878077744,8.7108799680911,0.223741677240098,8.74349878096345,8.71087996915773,0.223741677239884
43,0.467106224826665,0.399999999999998,0.00188794435791362,92.9326214583333,8.72546169077435,8.696409729347,0.223377653178185,8.72546169101028,8.69640972943534,0.223377653178414
44,0.466353465632526,0.400000000000001,0.00179014928472176,96.5431751666667,8.70876837395345,8.68355355844884,0.223005149029906,8.70876837344681,8.68355355900206,0.22300514902924
45,0.465645488606584,0.4,0.00170129495439469,93.3272423333333,8.69315007168056,8.67101482703883,0.222672232062866,8.69315007191247,8.67101482723014,0.22267223206224
46,0.464980208164395,0.4,0.0016120094570663,94.3361295,8.67863328509705,8.65954555095847,0.222344197663118,8.6786332848829,8.65954555198899,0.222344197663189
47,0.464352559549413,0.4,0.00153139846918826,98.6531460833333,8.66496859831778,8.64844661961814,0.222045840379606,8.66496859798232,8.64844661963603,0.222045840379192
48,0.463762104016581,0.4,0.00144961280263506,94.0818238333333,8.65231213446391,8.6382675439583,0.221751572422425,8.65231213341971,8.63826754481686,0.221751572421972
49,0.463203734926644,0.4,0.00137763879582786,92.55991275,8.64036009419857,8.62838247564276,0.221483824937036,8.64036009388573,8.62838247549749,0.221483824937648
50,0.46267859917864,0.399999999999999,0.0013039311884156,95.7361120416667,8.62933947166722,8.6193697843487,0.221217224846177,8.62933947133155,8.6193697846426,0.22121722484472
51,0.462181051058058,0.4,0.0012384214006762,92.4925530833333,8.6188884129447,8.61061557677395,0.220973685715855,8.61888841365861,8.61061557715258,0.220973685713097
52,0.461712567003338,0.4,0.00117204703762364,101.975969125,8.60927033439108,8.60259810750349,0.220731989229528,8.60927033428485,8.60259810792445,0.220731989230592
53,0.4612681366385,0.4,0.00111380043675746,100.270125041667,8.60009369779148,8.59473102337541,0.220514272614157,8.60009369690428,8.5947310237982,0.220514272611847
54,0.4608493358012,0.4,0.00105563098321437,99.3227870416667,8.59166617706978,8.58756494919674,0.220295845549467,8.59166617688367,8.58756494901094,0.220295845548774
55,0.460451849850983,0.4,0.00100330658175277,92.6873244583333,8.58359092529327,8.58053058705718,0.220099264659626,8.5835909250901,8.58053058838945,0.220099264662253
56,0.460074573259635,0.4,0.000956816239039454,96.5439864166667,8.57614763864258,8.57416619824454,0.219896677899491,8.57614763834775,8.57416619858088,0.219896677899295
