variant,configName,configLabel,volumeFraction,maxHM,stressAggregate,tipUz,maxDisp
full_pipe,nominal,Nominal (straight),1,759830.521190488,390655.668974285,-0.00192636508881228,0.0025760390864311
threshold_05,nominal,Nominal (straight),0.778600000000029,1935744.39663427,829463.614015262,-0.0037488419818036,0.00499139977463034
threshold_volume,nominal,Nominal (straight),0.697525000000036,2424580.21922119,1092382.78489228,-0.00501809461134551,0.00678316297562501
